GLOBALEVENTID,Number Mentions
609474524,1
609474602,4
609474722,1
609474729,1
609474914,1
609475117,1
609475137,1
609476122,1
609476217,1
609476289,1
609476324,1
609476530,1
609476534,2
609476538,1
609476542,2
609476808,1
609476842,1
609476846,2
609476850,1
609476903,1
609476906,2
609476910,1
609476944,3
609476975,1
609477577,2
609477791,1
609478118,1
609478577,2
609478981,1
609479129,1
609479878,1
609480137,1
609482045,1
609482756,1
609482774,1
609483142,1
609483834,1
609483952,2
609484239,3
609484258,1
609484782,1
609484801,1
609484911,1
609485107,1
609485919,1
609486132,1
609486359,2
609486435,4
609487195,1
609487426,1
609487508,1
609487801,8
609488344,1
609488363,1
609488946,1
609489172,1
609489188,3
609489541,8
609490290,1
609490724,1
609491221,1
609491930,1
609492065,1
609492094,1
609493026,1
609493028,1
609493093,1
609493104,6
609493620,1
609493982,1
609494252,1
609495212,1
609496024,1
609497716,1
609498072,1
609499433,1
609499906,1
609500983,2
609501169,1
609501625,1
609502160,1
609503567,1
609503845,1
609504319,1
609504339,1
609504340,1
609504356,1
609504449,1
609505276,1
609506399,1
609507063,2
609507301,1
609507692,1
609509881,1
609510155,1
609510336,1
609511501,1
609512778,2
609513883,1
609514078,2
609514256,1
609514389,1
609514431,4
609514474,1
609515077,2
609516203,2
609516655,1
609518177,1
609518189,1
609518249,1
609518441,1
609518860,1
609519213,1
609519555,1
609519836,1
609520083,1
609520842,4
609521469,1
609522816,7
609526225,1
609526542,4
609526686,2
609526992,1
609527199,2
609527454,1
609527612,1
609527613,1
609527622,1
609527623,1
609527764,1
609527794,1
609527795,1
609528028,2
609528485,1
609528795,2
609530335,2
609531069,2
609531382,1
609534443,1
609535288,2
609536513,5
609536957,1
609537252,2
609537311,3
609538882,1
609539564,2
609539565,2
609539567,2
609539854,1
609541538,1
609542064,1
609542200,1
609543499,1
609543524,1
609543525,1
609543739,1
609543921,1
609543977,1
609544023,1
609544025,1
609544152,1
609544156,1
609544162,1
609544279,1
609544300,1
609544339,5
609544347,1
609544348,1
609544549,2
609545662,1
609545923,1
609546054,1
609546270,1
609546277,1
609546295,1
609546321,15
609546648,1
609546750,1
609546847,1
609547173,1
609547385,1
609548112,1
609548279,1
609548283,1
609548586,5
609548990,1
609550151,1
609550157,1
609550492,1
609552611,1
609552613,1
609552614,1
609553112,1
609553225,1
609553443,1
609553567,1
609555319,1
609556035,1
609556080,1
609557666,1
609557849,1
609557852,1
609558088,1
609558254,1
609558331,1
609558555,1
609558556,1
609558583,1
609558682,2
609559406,1
609559425,3
609559426,1
609559829,2
609559986,1
609560545,1
609560847,1
609560869,1
609561097,1
609562267,1
609562739,1
609562742,7
609563002,4
609563025,1
609563660,2
609564630,6
609565093,2
609565388,1
609565390,6
609565662,1
609565808,1
609566447,6
609566709,1
609566762,1
609566814,6
609566866,1
609566953,1
609566954,1
609566962,1
609567146,4
609567331,1
609567365,7
609567636,3
609568896,1
609568909,7
609568935,1
609569100,1
609569119,1
609569141,1
609569190,8
609569247,1
609569321,3
609569368,1
609569459,1
609569481,7
609569483,7
609569628,7
609569685,3
609569724,1
609569960,1
609569971,1
609569972,1
609569976,1
609571524,1
609571819,7
609572060,1
609572497,2
609572621,1
609573938,1
609574046,2
609574345,1
609574346,1
609574373,1
609574416,1
609574417,1
609574418,1
609574868,1
609574918,2
609575092,1
609575181,2
609575193,2
609575207,3
609575282,1
609575283,1
609575295,1
609575299,1
609575363,1
609575364,1
609575367,1
609575369,1
609575472,1
609575543,1
609575579,1
609575584,1
609577135,2
609577308,3
609577331,3
609577483,1
609578091,1
609578421,1
609578607,1
609578621,1
609579172,1
609580163,5
609580401,6
609580402,6
609580403,1
609580780,1
609580782,1
609581020,1
609581178,1
609581549,15
609581804,9
609581813,4
609582014,1
609582053,5
609582062,9
609582063,9
609582190,1
609584074,7
609584395,3
609584869,7
609584871,6
609584876,5
609585039,1
609585588,3
609586004,1
609586307,1
609586310,1
609586534,1
609586720,1
609587070,1
609588585,1
609588669,1
609588732,1
609588734,2
609588735,1
609588736,2
609588879,1
609588880,1
609588901,1
609588905,1
609589012,1
609589013,1
609589132,2
609589133,2
609589160,10
609589162,10
609589405,1
609589483,1
609589594,1
609589604,1
609589685,3
609589777,1
609589849,1
609589900,1
609590148,1
609590276,4
609590781,1
609590888,1
609590953,1
609591388,2
609592193,6
609592197,1
609592244,1
609592338,1
609593051,1
609593999,2
609594006,10
609594011,2
609594014,2
609594020,2
609594021,2
609594077,1
609594078,1
609594111,1
609594119,1
609594238,1
609594300,1
609594471,1
609594472,1
609594482,5
609594610,4
609594648,1
609594716,1
609594731,1
609594787,1
609595056,1
609596014,1
609596018,1
609596034,5
609596380,1
609596382,1
609596633,1
609596731,1
609597888,1
609597889,1
609598056,2
609598287,1
609598343,2
609598355,1
609598356,1
609598488,1
609598594,5
609598681,1
609598722,2
609598814,1
609598815,1
609598817,1
609599021,4
609599256,1
609599687,1
609599917,1
609600071,1
609600073,1
609600074,1
609600107,1
609600108,3
609600122,3
609600266,1
609600268,3
609600436,1
609600554,1
609600608,1
609600927,1
609601826,5
609601838,4
609601839,3
609601840,4
