GLOBALEVENTID,count,GoldsteinScale
561172619,1,7.0
561172851,1,-10.0
561172892,1,0.0
561173310,1,0.0
513222764,1,7.0
513223071,1,3.4
513223153,1,5.2
513223406,1,2.8
513223425,1,7.0
513223814,3,-9.0
513224294,1,0.4
513224542,1,-4.0
513224664,1,-10.0
513224666,1,-10.0
513224678,1,5.0
513224795,1,-2.0
513224892,1,7.0
513224916,1,7.0
513225049,1,8.0
513225060,1,2.8
513225106,2,7.0
503439586,1,1.9
503439686,1,4.0
503439981,1,-4.0
503440418,1,7.4
503440582,1,-5.0
503440762,1,7.0
503441005,1,1.9
503441205,1,7.4
531806330,1,0.4
531806480,1,-2.0
531806515,1,-9.2
531806981,1,0.0
531807029,1,0.0
531807473,1,7.4
531807878,1,5.0
531807910,1,7.0
531808007,1,2.8
531807277,1,4.0
600476420,1,1.0
600476573,1,-5.0
600476598,1,6.0
600476618,1,-4.4
600476643,1,-9.0
600476824,1,-10.0
600477215,1,7.0
600477882,1,1.0
600477922,1,7.0
600477939,1,-5.0
600477953,1,-6.5
600478030,1,-5.0
600478154,1,3.5
600478192,1,3.0
600478322,1,-10.0
590314781,1,1.9
590314806,1,7.4
590314811,1,1.0
590314827,1,-2.0
590314959,1,-2.0
590315132,1,9.0
590315358,1,4.0
590315606,2,-4.0
590315665,1,1.9
590315729,3,-10.0
590315931,1,4.0
590316061,1,3.4
590316267,1,-9.0
590316662,1,-9.0
541683936,1,8.0
541684089,1,3.4
541684126,1,1.0
541684415,1,6.0
541684659,1,-2.0
541684724,1,-2.0
541684786,1,7.0
541684809,1,-9.5
541684885,1,-2.0
541685035,1,1.0
541685467,1,6.0
541685501,1,-5.0
541685682,1,3.4
541685755,1,-10.0
541685756,1,0.0
541685773,1,-4.0
590316739,1,-0.1
522433871,1,1.0
522434088,1,4.0
522434128,1,-6.5
522434302,1,-5.0
522434408,1,0.0
522434615,1,3.4
522434658,1,-5.0
522435150,1,-5.0
522435332,1,-4.0
570644414,1,3.4
570644550,1,2.8
570644650,1,7.0
570644769,1,-10.0
570644847,1,3.4
570644907,1,-5.0
570645065,1,-2.0
570645646,1,7.0
570646283,1,2.8
570646496,1,-10.0
570646470,2,-5.0
580273977,1,-4.0
580274690,1,0.0
609630387,1,-10.0
609630620,1,4.0
609631172,1,-10.0
