GLOBALEVENTID,Number Mentions
541671956,1
541671959,1
541671960,1
541672004,1
541672033,1
541672062,1
541672119,1
541672193,2
541672194,2
541672195,2
541672690,7
541672692,2
541672693,13
541672694,13
541672731,1
541672741,1
541672795,5
541672814,29
541672818,1
541672869,2
541672870,1
541672873,1
541673020,1
541673029,1
541673042,1
541673053,6
541673058,5
541674571,2
541674626,1
541674678,1
541674694,4
541674814,1
541674816,1
541674817,1
541674863,2
541674923,3
541675003,1
541675061,1
541675133,2
541675250,1
541675325,1
541675333,1
541675334,1
541675335,1
541675498,2
541675574,1
541675575,1
541675576,1
541675593,9
541675920,1
541675960,8
541676161,2
541676162,6
541676163,9
541676188,1
541676211,3
541676222,3
541676279,2
541676302,1
541676303,1
541676321,1
541677540,1
541677545,7
541677546,7
541677549,1
541677561,2
541677562,2
541677576,2
541677698,1
541677764,5
541677804,1
541677837,1
541677838,1
541677839,1
541677849,1
541677851,1
541677920,1
541677946,5
541677951,5
541677952,5
541677967,5
541677975,5
541677977,4
541677981,5
541677986,5
541678002,11
541678026,1
541678135,1
541678210,1
541678229,2
541678308,1
541678344,2
541678705,11
541678735,2
541678764,1
541678856,1
541679026,1
541679038,1
541679229,1
541679233,1
541679234,1
541679365,5
541679400,2
541679435,5
541679438,1
541679507,5
541679518,1
541679541,5
541679549,5
541679618,2
541679637,1
541679703,8
541679705,8
541679776,1
541679787,7
541679791,1
541679793,1
541679796,1
541679804,1
541679893,7
541680987,12
541680989,12
541680991,12
541681078,1
541681105,1
541681110,1
541681128,1
541681319,2
541681335,1
541681336,2
541681347,1
541681390,1
541681406,1
541681407,1
541681408,1
541681450,6
541681607,1
541681662,1
541681674,1
541681695,2
541681696,2
541681727,15
541681745,1
541681775,4
541681828,2
541681870,1
541681877,6
541681878,6
541681899,1
541681906,13
541681907,12
541682060,2
541682076,1
541682094,1
541682095,1
541682148,1
541682184,1
541682195,1
541682238,1
541682239,1
541682250,1
541682253,2
541682255,1
541682284,1
541682400,1
541682441,1
541682518,1
541682527,1
541682593,14
541682669,6
541682687,4
541682736,1
541682746,2
541682791,1
541682799,3
541682807,4
541682813,1
541682839,1
541682860,1
541682892,3
541683911,3
541683912,3
541683914,1
541683915,1
541683917,1
541683918,1
541683919,1
541683922,1
541683924,1
541683927,1
541683928,1
541683930,1
541683931,1
541683933,1
541683936,1
541683937,1
541683938,1
541683939,1
541683941,1
541683942,1
541683943,1
541683948,1
541683955,1
541683956,1
541683959,1
541683960,1
541683961,1
541683962,1
541683963,1
541683964,1
541683965,1
541683969,1
541683971,1
541683972,1
541683976,1
541683979,1
541683981,1
541683986,1
541683987,1
541683990,1
541683991,1
541683992,1
541683993,1
541683994,1
541683996,1
541683997,1
541683998,1
541683999,1
541684000,1
541684001,1
541684004,1
541684005,1
541684007,1
541684008,1
541684009,1
541684010,1
541684011,1
541684012,1
541684015,1
541684017,1
541684018,1
541684024,2
541684025,1
541684026,1
541684027,1
541684028,1
541684029,1
541684031,1
541684032,5
541684033,1
541684034,1
541684035,1
541684036,1
541684037,1
541684038,1
541684039,1
541684040,1
541684041,1
541684042,1
541684044,1
541684045,1
541684047,1
541684049,1
541684050,1
541684051,1
541684052,1
541684053,1
541684054,1
541684056,1
541684057,1
541684058,1
541684059,1
541684063,2
541684064,1
541684065,2
541684066,1
541684067,1
541684069,1
541684070,1
541684071,1
541684074,1
541684075,1
541684076,1
541684078,1
541684079,1
541684080,1
541684082,1
541684085,2
541684087,1
541684088,1
541684089,1
541684090,1
541684091,1
541684093,1
541684094,1
541684095,1
541684096,1
541684098,1
541684099,1
541684101,1
541684102,1
541684104,1
541684105,1
541684106,1
541684108,1
541684109,1
541684110,1
541684111,1
541684112,1
541684114,4
541684123,1
541684126,1
541684127,1
541684128,1
541684129,1
541684132,1
541684135,1
541684137,1
541684139,1
541684142,1
541684146,1
541684147,1
541684152,1
541684153,1
541684160,1
541684161,1
541684166,1
541684170,1
541684172,1
541684173,1
541684179,1
541684181,1
541684182,1
541684186,1
541684188,1
541684192,1
541684193,1
541684194,1
541684196,1
541684197,1
541684198,1
541684201,1
541684203,1
541684204,1
541684206,1
541684209,1
541684214,1
541684215,1
541684216,1
541684218,1
541684220,1
541684222,1
541684223,1
541684224,1
541684225,1
541684227,1
541684228,1
541684230,1
541684235,1
541684236,1
541684237,1
541684239,1
541684240,1
541684241,1
541684244,1
541684245,1
541684247,1
541684248,1
541684250,1
541684252,1
