GLOBALEVENTID,Number Mentions
522434268,1
522434269,1
522434272,1
522434274,1
522434275,1
522434276,1
522434277,1
522434278,1
522434282,2
522434285,2
522434287,1
522434288,1
522434290,1
522434291,1
522434292,1
522434293,1
522434294,1
522434295,1
522434296,1
522434298,1
522434299,1
522434300,1
522434301,1
522434302,1
522434303,1
522434305,1
522434306,1
522434307,1
522434308,1
522434311,1
522434312,1
522434314,1
522434317,1
522434318,1
522434322,1
522434323,1
522434325,1
522434326,1
522434330,1
522434332,1
522434333,1
522434335,1
522434336,1
522434341,1
522434343,1
522434345,1
522434346,1
522434347,1
522434348,1
522434349,1
522434350,1
522434351,1
522434352,1
522434353,1
522434354,1
522434355,1
522434356,1
522434357,1
522434358,1
522434359,1
522434360,1
522434361,1
522434362,1
522434363,1
522434364,1
522434366,1
522434370,1
522434372,1
522434373,1
522434376,1
522434377,1
522434378,1
522434380,1
522434383,1
522434385,2
522434386,2
522434387,1
522434388,1
522434390,1
522434391,1
522434392,3
522434393,1
522434394,1
522434396,1
522434398,1
522434401,3
522434402,3
522434403,1
522434404,1
522434405,1
522434408,1
522434411,1
522434413,1
522434414,1
522434416,1
522434418,1
522434419,1
522434420,1
522434422,1
522434424,1
522434426,1
522434427,1
522434428,1
522434430,1
522434431,1
522434432,1
522434435,1
522434437,1
522434439,1
522434440,1
522434441,1
522434442,1
522434443,1
522434444,1
522434445,1
522434446,1
522434447,1
522434452,1
522434453,1
522434454,1
522434455,1
522434456,1
522434457,1
522434458,1
522434459,1
522434460,1
522434461,1
522434466,1
522434467,1
522434469,1
522434473,1
522434474,2
522434475,1
522434476,1
522434479,1
522434482,1
522434483,1
522434484,1
522434486,1
522434487,1
522434488,1
522434491,1
522434492,1
522434493,1
522434494,1
522434495,1
522434499,1
522434500,1
522434503,1
522434504,4
522434506,1
522434507,1
522434514,1
522434515,1
522434516,1
522434518,1
522434519,1
522434521,2
522434522,1
522434523,1
522434524,1
522434525,1
522434530,1
522434531,2
522434533,1
522434534,1
522434535,2
522434536,2
522434538,1
522434545,1
522434546,1
522434547,1
522434549,1
522434550,1
522434553,1
522434554,1
522434556,1
522434557,1
522434558,1
522434560,1
522434561,1
522434563,2
522434564,1
522434565,1
522434566,1
522434567,1
522434568,1
522434569,1
522434570,1
522434571,1
522434572,1
522434573,1
522434574,3
522434575,3
522434576,1
522434577,1
522434579,1
522434581,1
522434582,1
522434583,1
522434588,1
522434592,1
522434593,1
522434596,1
522434598,1
522434599,1
522434603,1
522434605,1
522434606,1
522434607,1
522434608,1
522434612,1
522434615,1
522434617,1
522434618,1
522434624,1
522434625,1
522434626,1
522434627,1
522434629,1
522434631,1
522434632,1
522434633,1
522434634,1
522434635,1
522434636,1
522434637,1
522434638,1
522434639,1
522434640,1
522434641,1
522434643,1
522434645,1
522434647,1
522434649,1
522434650,1
522434652,2
522434655,1
522434657,1
522434659,1
522434660,1
522434661,1
522434662,1
522434663,1
522434664,1
522434665,1
522434666,1
522434667,1
522434668,1
522434670,1
522434671,1
522434672,1
522434673,1
522434677,1
522434681,1
522434685,1
522434687,1
522434689,1
522434690,1
522434692,1
522434698,1
522434699,1
522434701,1
522434702,1
522434704,1
522434706,1
522434710,1
522434711,1
522434712,1
522434714,1
522434723,1
522434728,1
522434732,1
522434739,1
522434744,1
522434746,1
522434747,1
522434748,1
522434751,1
522434752,1
522434754,1
522434755,1
522434756,1
522434757,1
522434758,1
522434759,1
522434760,1
522434761,1
522434762,1
522434766,1
522434767,1
522434768,1
522434770,1
522434771,1
522434772,1
522434773,1
522434774,1
522434775,1
522434776,1
522434777,1
522434778,1
522434781,1
522434782,1
522434783,1
522434784,1
522434785,1
522434787,1
522434788,1
522434789,1
522434793,1
522434795,1
522434796,1
522434797,1
522434798,1
522434799,1
522434800,1
522434801,1
522434802,1
522434803,1
522434805,1
522434806,1
522434807,1
522434809,1
522434811,1
522434813,1
522434815,1
522434816,1
522434817,1
522434818,1
522434819,1
522434820,1
522434821,1
522434822,1
522434823,1
522434824,1
522434825,1
522434827,1
522434828,1
522434830,1
522434834,1
522434836,1
522434839,1
522434840,1
522434841,1
522434842,1
522434843,1
522434845,1
522434846,1
522434849,1
522434850,1
522434851,1
522434852,1
522434853,1
522434854,1
522434855,1
522434856,1
522434857,1
522434858,1
522434860,1
522434862,1
522434863,1
522434864,1
522434865,1
522434866,1
522434867,1
522434868,1
522434871,1
522434873,1
522434874,1
522434875,1
522434876,1
522434878,1
522434879,1
522434880,1
522434882,1
522434883,1
522434884,1
522434885,1
522434886,1
522434887,1
522434888,1
522434889,1
522434890,1
522434891,1
522434892,1
522434894,1
522434897,1
522434898,1
522434903,1
522434904,1
522434905,1
522434906,1
522434907,1
522434908,2
522434909,2
522434910,2
522434911,1
522434912,1
522434913,1
522434914,1
522434915,1
522434916,1
522434917,1
522434918,1
522434919,1
522434920,1
522434921,1
522434925,1
522434926,1
522434927,1
522434928,1
522434929,1
522434930,1
522434931,1
522434932,1
522434933,1
522434934,1
522434935,1
522434936,1
522434937,1
522434939,1
522434941,1
522434943,1
522434944,1
522434945,1
522434946,1
522434947,1
522434948,1
522434949,1
522434951,1
522434953,1
522434954,1
522434955,1
522434956,1
522434959,1
522434965,1
522434966,1
522434969,1
522434971,1
522434976,1
522434978,1
522434981,1
522434982,2
522434985,1
522434986,1
522434990,2
522434991,1
522434993,1
522434994,1
522434998,1
522435000,1
522435001,1
522435003,1
522435004,1
522435006,1
522435007,1
522435008,1
522435009,1
522435010,1
522435013,1
522435015,1
522435016,1
522435020,1
522435021,1
522435022,1
522435027,1
522435028,1
522435030,1
522435032,1
522435033,1
522435034,1
522435035,1
522435036,1
522435037,1
522435038,1
522435042,1
522435044,1
522435046,1
522435055,1
522435058,1
522435060,1
522435061,1
522435063,1
522435065,1
522435069,1
522435073,1
522435074,1
522435076,1
522435077,1
522435079,1
522435087,1
522435088,1
522435091,1
522435092,1
522435095,1
522435096,1
522435097,1
522435098,1
522435099,1
522435100,1
522435101,1
522435105,1
522435106,1
522435107,1
522435109,1
522435110,1
522435111,1
522435115,1
522435116,1
522435117,1
522435129,1
522435130,1
522435131,1
522435132,1
522435133,1
522435134,1
522435135,2
522435136,1
522435137,1
522435139,1
522435141,1
522435142,1
522435143,1
522435144,1
522435146,1
522435147,1
522435148,1
522435149,1
522435151,2
522435154,1
522435157,1
522435158,1
522435159,1
522435165,1
522435166,1
522435170,1
522435176,1
522435177,1
522435178,1
522435184,1
522435185,1
522435189,1
522435190,1
522435191,1
522435192,1
522435195,1
522435204,1
522435205,1
522435206,1
522435207,1
522435210,1
522435213,1
522435214,1
522435215,1
522435219,1
522435222,2
522435223,1
522435225,1
522435226,1
522435227,1
522435232,1
522435233,1
522435234,2
522435238,1
522435240,1
522435242,1
522435244,1
522435245,1
522435246,1
522435248,1
522435250,1
522435251,1
522435254,1
522435256,1
522435259,1
522435262,1
522435267,1
522435268,1
522435269,1
522435270,1
522435272,1
522435273,1
522435277,1
522435278,1
522435279,1
522435280,1
522435281,1
522435282,1
522435283,1
522435284,1
522435287,1
522435290,1
522435291,1
522435292,1
522435294,1
522435295,1
522435297,1
522435299,1
522435305,2
522435306,2
522435307,1
522435309,1
522435310,1
522435312,1
522435316,1
522435318,1
522435319,2
522435320,1
522435324,1
522435325,1
522435326,1
522435330,1
522435331,1
522435334,1
522435335,1
522435336,1
522435337,1
522435340,1
522435346,1
522435349,1
522435353,1
522435354,1
522435356,1
522435357,1
522435358,1
522435360,1
522435363,1
522435370,1
522435371,1
522435373,1
522435377,1
522435378,1
522435379,1
522435380,1
522435381,1
522435382,1
522435383,1
522435385,1
522435387,1
522435390,1
522435392,1
522435393,1
522435396,1
522435397,1
522435398,1
522435399,1
522446557,1
522449788,5
522452007,1
522454648,1
522459272,1
522465761,1
522469868,1
522475613,1
522602411,1
522609347,1
522637201,7
529297239,1
529297481,1
529297482,1
529340347,1
529353882,1
529357903,1
529359322,1
529383489,1
529416971,1
529417526,1
529457303,1
529458558,1
529497919,2
529501588,1
529505113,1
529517042,1
529524351,2
529551248,2
531265545,1
531279200,1
531288035,1
531479767,1
531479803,2
531479805,4
531479821,2
