GLOBALEVENTID,count,GoldsteinScale
561172311,1,-2.0
561172364,1,-5.0
561172394,1,-10.0
561172415,1,1.9
561172553,1,-10.0
561172980,1,-10.0
561173133,1,-2.0
561173293,1,3.5
561173444,2,2.8
561173453,1,7.0
561173459,1,7.0
561173520,1,1.0
561173544,1,-2.0
561173601,1,2.8
561173887,1,3.5
561174023,1,7.4
561174194,1,2.8
561174302,1,7.0
561174454,3,1.0
513222816,1,1.9
513222885,1,3.5
513223312,1,-9.5
513223545,1,3.0
513223615,1,7.0
513223618,1,3.4
513223789,1,0.4
513224010,2,-4.0
513224299,1,8.0
513224544,1,-10.0
513224549,1,7.0
513224918,1,10.0
513224930,1,1.9
503440254,1,7.0
503440413,1,3.0
503440434,1,0.0
503440442,1,7.0
503440549,1,7.0
503441036,1,-4.0
531805938,1,1.0
531806265,1,-5.0
531806504,1,0.0
531806683,1,1.0
531807131,1,4.0
531807231,1,-5.0
531807335,1,3.0
531807371,1,0.0
531807379,1,-4.0
531807578,1,0.0
531807616,1,0.0
531807885,1,4.0
531808027,1,-5.0
531808118,1,2.8
600476428,1,1.9
600476611,1,0.0
600476656,1,3.0
600477081,1,-2.0
600477286,1,-0.4
600477313,1,7.0
600477327,1,-5.0
600477436,1,2.8
600478112,1,-10.0
600478372,1,1.9
600478412,1,-10.0
590314780,1,1.9
590315065,1,2.8
590315082,1,-5.0
590315137,1,4.0
590315521,1,7.4
590315824,1,3.4
590316689,1,1.9
590316740,1,3.0
590316780,1,1.0
541684133,1,1.9
541684816,1,0.0
541684931,1,7.4
541685045,1,4.0
541685068,1,2.8
541685527,1,3.4
541685644,1,1.9
541685766,1,-4.0
541685858,1,-5.0
522434050,1,-5.0
522434173,1,2.8
522434464,1,2.8
522434600,1,0.0
522435022,1,-2.0
522435189,1,-7.5
522435346,1,-4.0
570644488,1,4.0
570644622,1,3.5
570644753,1,6.0
570644883,1,-5.0
570644943,1,5.0
570645201,1,5.0
570645351,1,7.0
570645545,1,1.9
570645584,1,-10.0
570645751,1,-9.0
570645900,1,0.0
570646061,1,1.9
570646442,1,1.0
570646459,3,3.4
522434829,1,0.0
580274166,1,1.9
580274212,1,7.0
580274240,1,-10.0
580274287,1,-4.0
580274434,1,7.0
580274531,1,-2.0
580274655,1,1.0
580274702,1,-2.0
551695916,1,-10.0
551696323,1,2.8
551696363,1,3.4
609630493,1,0.0
609630590,1,3.4
609630673,1,0.0
609630955,1,7.0
609631078,1,-2.0
609631192,1,1.0
