GLOBALEVENTID,Number Mentions
477225890,1
477225982,2
477226028,1
477226171,1
477226180,7
477226185,1
477226187,1
477226432,1
477226558,2
477226836,2
477226837,7
477226852,1
477226856,1
477226857,1
477227015,2
477227086,2
477227120,1
477227121,1
477227152,1
477227198,1
477227266,1
477227281,1
477227394,1
477227416,1
477227428,2
477227466,1
477227500,2
477227580,2
477227635,1
477227636,1
477227637,1
477227695,1
477227786,1
477227897,6
477228106,1
477228111,2
477228158,1
477228160,1
477228161,1
477228230,1
477228301,1
477228572,1
477229495,2
477229756,1
477229778,1
477230020,1
477230030,1
477230067,1
477230068,1
477230069,1
477231310,3
477231313,3
477231317,3
477231331,1
477231478,3
477231491,1
477231624,3
477231820,2
477231869,1
477231879,1
477231881,1
477231968,3
477231975,3
477232177,1
477232178,1
477232179,1
477232182,1
477232223,5
477232243,3
477232246,3
477232288,1
477233691,1
477233790,1
477234147,1
477234178,1
477234341,2
477234451,1
477234479,3
477234544,2
477234782,1
477234801,1
477234802,11
477234818,1
477234831,1
477234877,2
477234922,1
477235004,1
477235211,1
477235232,1
477235233,1
477235237,1
477235246,1
477235255,1
477235277,1
477235501,1
477235635,1
477235636,1
477236104,5
477236161,1
477236406,16
477236424,16
477236488,1
477237176,2
477237177,2
477237287,5
477237485,1
477237600,1
477237645,1
477237770,5
477237831,1
477237834,1
477237835,1
477237865,1
477238406,1
477238411,4
477238432,4
477238469,1
477238553,1
477238570,1
477239372,2
477239373,1
477239614,1
477239828,1
477239829,1
477239977,1
477239979,1
477240006,3
477240008,3
477240009,3
477240221,2
477240236,2
477240237,2
477240501,1
477240511,1
477240646,1
477240680,1
477240681,1
477241514,1
477241522,1
477241575,1
477241579,2
477241580,1
477241630,1
477241788,4
477241879,1
477241888,1
477241942,2
477241969,1
477241976,1
477242042,1
477242049,1
477242102,1
477242197,1
477242208,1
477242209,1
477242481,1
477242501,1
477242524,1
477242525,1
477242527,1
477242555,1
477242570,1
477242592,1
477242598,1
477242648,1
477242657,1
477242664,1
477243411,1
477243561,1
477243670,1
477243792,6
477243793,2
477243850,6
477243851,6
477245015,1
477245072,10
477245138,1
477245213,1
477245215,3
477245338,1
477245444,2
477245511,1
477245512,1
477245542,2
477245548,1
477245606,3
477245635,3
477245717,13
477245751,12
477245801,1
477245802,2
477245810,3
477245813,3
477245835,3
477245839,1
477245993,4
477245996,4
477246001,1
477246040,1
477246048,2
477246052,2
477246057,1
477246059,1
477246060,1
477246062,1
477246063,1
477246064,1
477246078,5
477246129,13
477246143,1
477246159,1
477246198,1
477246987,1
477247032,5
477247164,2
477247343,1
477247350,2
477247354,1
477247444,1
477247536,2
477247714,1
477247816,3
477247850,1
477247853,1
477247954,2
477247955,2
477247956,2
477248741,1
477248885,1
477248912,1
477248982,1
477248986,1
477248999,1
477249009,1
477249010,1
477249094,1
477249181,1
477249197,1
477249206,1
477249279,1
477249335,8
477249345,8
477249352,8
477249373,1
477249375,6
477249376,6
477249420,1
477249449,1
477249461,2
477249465,8
477249468,8
477249489,8
477249551,1
477249554,1
477249563,1
477249570,1
477249574,1
477249575,1
477249578,1
477249631,8
477249691,6
477249713,8
477249736,1
477249741,1
477249742,1
477249787,1
477249799,1
477249828,1
477249837,1
477249838,1
477250574,1
477250577,9
477250604,1
477250658,1
477250679,1
477250698,1
477250699,1
477250735,1
477250744,1
477250748,1
477250778,1
477250787,1
477250870,9
477250872,9
477250936,1
477251089,1
477251170,1
477251310,1
477251328,1
477251333,1
477251689,1
477251699,1
477251704,1
477252633,1
477252687,5
477252689,5
477252755,3
477252761,3
477252773,2
477252844,1
477252929,6
477253080,1
477253083,1
477253102,1
477253104,1
477253105,1
477253132,3
477253183,2
477253184,2
477253193,1
477253310,2
477253374,1
477253377,3
477253550,3
477253614,1
477253644,3
477253664,2
477253665,5
477253668,2
477253670,2
477253671,5
477253683,1
477253685,2
477253687,1
477253729,3
477253746,2
477254599,1
477254645,2
477254751,1
477254774,1
477254776,1
477254778,1
477254870,8
477254968,1
477255002,12
477255050,1
477255060,1
477255061,1
477255085,1
477255092,1
477255094,1
477255095,1
477255112,1
477255170,2
477255176,1
477255278,3
477255344,2
477256202,1
477256228,1
477256271,1
477256272,1
477256280,1
477256324,1
477256326,1
477256329,1
477256330,1
477256332,1
477256334,1
477256342,1
477256343,1
477256437,1
477256492,1
477256493,1
477256495,1
477256584,1
477256585,1
477256611,1
477256658,1
477256770,1
477256772,1
477256775,1
477256776,1
477256779,1
477256780,1
477256781,1
477256784,1
477256789,1
477256793,1
477256794,1
477256805,1
477256811,1
477256848,3
477256865,1
477256877,1
477256880,1
477256928,3
477257021,1
477257070,6
477257085,3
477257099,5
477258036,7
477258111,2
477258121,10
477258156,1
477258202,6
477258211,1
477258258,2
477258259,1
477258261,6
477258264,6
477258265,6
477258268,1
477258278,6
