GLOBALEVENTID,Number Mentions
708234109,1
708234110,1
708234174,1
708234183,1
708234185,5
708234292,2
708234300,2
708234301,2
708234313,1
708234368,5
708234391,2
708235364,1
708235406,1
708235514,1
708235609,1
708235697,1
708235709,1
708235715,1
708235718,1
708235997,1
708236368,1
708236436,2
708236539,1
708237163,1
708237967,1
708238067,1
708238087,1
708238345,1
708238367,1
708238379,1
708238406,1
708238440,1
708238611,2
708238794,1
708238829,1
708239068,1
708239986,1
708240058,1
708240251,4
708240710,1
708242344,1
708242410,1
708242559,1
708242584,1
708242690,4
708242776,1
708242993,1
708242994,1
708243328,1
708243466,1
708243543,1
708243556,1
708243609,1
708243628,1
708243667,1
708243668,2
708243702,1
708244149,2
708244197,1
708244236,1
708244254,1
708244298,1
708244394,1
708244563,1
708244663,1
708244795,1
708244949,1
708245324,1
708245735,1
708246199,1
708247406,2
708247568,2
708247605,1
708247608,1
708249009,1
708249119,1
708249120,1
708249470,1
708249971,1
708249988,6
708250003,2
708250005,1
708250055,1
708250818,1
708251338,4
708251339,4
708251387,1
708251476,4
708251747,1
708251812,1
708251886,4
708251944,1
708251977,1
708252116,1
708252117,1
708252122,1
708252301,1
708252321,1
708254028,1
708254095,10
708254154,1
708254163,1
708254227,1
708254556,1
708254585,1
708254630,1
708254833,1
708256184,1
708256191,1
708256192,1
708256492,1
708256497,3
708256781,1
708256872,2
708256885,4
708256886,4
708256935,1
708258137,1
708258283,1
708258453,1
708258550,1
708258656,1
708258768,2
708259002,1
708259146,1
708259216,1
708260346,2
708260812,2
708260885,15
708261028,4
708262031,1
708262032,1
708262137,8
708262138,8
708262167,8
708262212,8
708262331,8
708262432,8
708262498,1
708262578,1
708262593,1
708262607,8
708262610,8
708262698,8
708262699,8
708262700,8
708262895,5
708262997,2
708263543,1
708263857,2
708263944,1
708263952,2
708264169,21
708264593,1
708264612,1
708264694,21
708264719,1
708264959,1
708265429,1
708265644,1
708265657,1
708265697,1
708266286,1
708266806,1
708267080,1
708267354,2
708267366,4
708267367,4
708267398,1
708267423,1
708267443,1
708267563,1
708267564,4
708267566,1
708267571,10
708267619,1
708267634,1
708267647,1
708267648,1
708267749,1
708267785,1
708267840,10
708267873,1
708267929,1
708267932,2
708267933,1
708267944,1
708267966,13
708267984,1
708268024,10
708268088,1
708268089,1
708268262,2
708268275,3
708268442,1
708268443,1
708268450,10
708269508,1
708269515,1
708269594,1
708269617,1
708269629,4
708269645,9
708269688,1
708269705,1
708269715,1
708269718,2
708269735,1
708269741,1
708269742,1
708269743,1
708269755,1
708269756,1
708269778,1
708269794,1
708269795,1
708269803,1
708269811,1
708269817,1
708269895,1
708269898,2
708269961,1
708270173,1
708270176,1
708270180,1
708270184,1
708270248,1
708270252,9
708271390,4
708271471,1
708271483,1
708271492,1
708271678,1
708271682,1
708271696,1
708271834,4
708271835,3
708271837,3
708272085,8
708272118,3
708272145,4
708272151,3
708272153,4
708272163,3
708272351,2
708272452,4
708272453,3
708272464,3
708272475,4
708272476,1
708272542,1
708272676,1
708272881,1
708273494,3
708273495,3
708273619,1
708273659,1
708273687,2
708273688,1
708273706,1
708273715,1
708273721,6
708273722,4
708273728,3
708273750,3
708273781,2
708273803,10
708273841,1
708273869,14
708273915,2
708273916,1
708273980,7
708274238,4
708274268,14
708274297,1
708274298,7
708274314,1
708274348,1
708274371,1
708274446,1
708274451,1
708274518,10
708274522,10
708274554,4
708274606,4
708274607,4
708274655,1
708274702,3
708274703,3
708274711,3
708274712,3
708274717,1
708274718,1
708274790,1
708274810,23
708274852,2
708274929,1
708274968,1
708275030,1
708275063,1
708275068,3
708275071,3
708275072,2
708275088,1
708275109,1
708275112,2
708275118,1
708275172,1
708275173,1
708275210,1
708275230,1
708275295,1
708275296,1
708275331,1
708275332,1
708275356,1
708275358,1
708275372,1
708275389,1
708275640,1
708275645,2
708275698,2
708276856,1
708276886,1
708276915,2
708276937,1
708276940,1
708276983,15
708277020,6
708277021,7
708277069,1
708277092,1
708277093,1
708277099,1
708277104,1
708277125,2
708277170,1
708277209,1
708277211,2
708277233,2
708277259,2
708277265,2
708277284,2
708277296,1
708277346,1
708277539,1
708277564,1
708277565,2
708277704,2
708277809,2
708277893,1
708277894,1
708277910,3
708277920,1
708277922,1
708277952,6
708277969,1
