GLOBALEVENTID,Number Mentions
434260827,2
434260829,1
434260830,1
434260834,2
434260836,1
434260837,2
434260838,1
434260839,1
434260841,1
434260843,1
434260844,1
434260847,1
434260848,1
434260849,1
434260850,1
434260851,5
434260852,1
434260853,1
434260854,1
434260855,1
434260856,1
434260858,1
434260861,1
434260863,1
434260864,1
434260865,1
434260867,1
434260869,1
434260870,1
434260872,1
434260875,1
434260877,1
434260878,1
434260881,1
434260882,1
434260883,1
434260884,1
434260885,1
434260888,1
434260889,1
434260893,1
434260895,1
434260897,1
434260898,1
434260900,1
434260901,1
434260902,1
434260904,1
434260906,1
434260907,1
434260909,1
434260914,1
434260915,1
434260917,1
434260918,1
434260922,1
434260927,1
434260929,1
434260930,1
434260931,1
434260932,1
434260933,1
434260934,1
434260937,1
434260938,1
434260943,1
434260948,1
434260949,1
434260950,1
434260951,1
434260954,1
434260955,1
434260956,1
434260957,2
434260960,1
434260961,1
434260962,1
434260963,1
434260966,1
434260967,1
434260968,1
434260969,1
434260970,1
434260971,1
434260972,1
434260973,1
434260976,1
434260977,1
434260978,1
434260979,1
434260980,1
434260981,1
434260982,1
434260983,1
434260984,1
434260985,1
434260986,1
434260989,1
434260992,1
434260993,1
434260994,1
434260995,1
434260998,2
434260999,1
434261000,1
434261001,1
434261002,1
434261003,1
434261004,1
434261005,1
434261008,1
434261010,1
434261016,1
434261018,1
434261019,1
434261020,1
434261021,1
434261025,1
434261027,1
434261031,1
434261034,1
434261038,1
434261041,1
434261042,1
434261043,1
434261044,1
434261046,16
434261047,4
434261048,42
434261051,1
434261052,1
434261053,1
434261054,1
434261055,1
434261056,1
434261058,1
434261059,1
434261062,1
434261063,1
434261064,1
434261066,1
434261067,1
434261068,1
434261069,1
434261070,1
434261071,1
434261072,1
434261073,1
434261077,1
434261078,1
434261080,1
434261081,1
434261082,2
434261083,1
434261084,1
434261085,2
434261086,1
434261087,1
434261088,1
434261090,1
434261091,1
434261093,1
434261094,1
434261095,1
434261099,1
434261100,1
434261103,1
434261106,1
434261109,1
434261112,1
434261114,1
434261116,1
434261117,1
434261118,1
434261119,1
434261122,1
434261123,1
434261127,1
434261128,1
434261129,1
434261130,1
434261131,1
434261132,1
434261134,1
434261135,2
434261136,2
434261138,1
434261139,1
434261140,1
434261141,1
434261143,1
434261147,1
434261148,1
434261149,1
434261150,1
434261151,1
434261152,1
434261154,1
434261155,1
434261156,1
434261157,1
434261158,1
434261160,1
434261161,1
434261162,1
434261164,1
434261166,1
434261167,1
434261168,1
434261169,1
434261170,1
434261171,1
434261172,1
434261173,1
434261176,1
434261177,1
434261179,1
434261180,1
434261181,1
434261184,1
434261185,1
434261186,1
434261187,1
434261188,1
434261190,1
434261192,1
434261194,1
434261195,1
434261197,1
434261199,1
434261200,1
434261202,1
434261203,1
434261205,1
434261206,1
434261207,1
434261211,1
434261212,1
434261213,1
434261214,1
434261215,1
434261216,1
434261217,1
434261218,1
434261219,1
434261220,1
434261223,1
434261224,1
434261225,1
434261226,1
434261227,1
434261233,1
434261234,1
434261235,1
434261239,1
434261241,1
434261242,1
434261243,1
434261246,1
434261247,1
434261249,1
434261251,1
434261252,1
434261254,1
434261255,1
434261256,1
434261257,1
434261258,1
434261259,1
434261265,1
434261270,1
434261275,1
434261276,1
434261277,1
434261279,1
434261283,1
434261287,1
434261289,1
434261296,1
434261299,1
434261300,1
434261301,1
434261302,1
434261303,1
434261304,1
434261305,1
434261308,1
434261309,1
434261310,1
434261311,1
434261312,1
434261313,1
434261314,1
434261315,1
434261317,1
434261318,2
434261319,1
434261320,1
434261321,1
434261322,1
434261323,1
434261324,1
434261326,2
434261328,1
434261330,1
434261332,1
434261333,1
434261334,1
434261335,1
434261336,1
434261337,1
434261338,1
434261339,1
434261341,1
434261342,1
434261343,1
434261344,1
434261345,1
434261346,1
434261347,1
434261348,1
434261349,1
434261351,2
434261352,1
434261353,1
434261354,1
434261355,1
434261357,1
434261358,1
434261361,1
434261362,1
434261363,1
434261364,1
434261367,1
434261368,1
434261369,1
434261372,1
434261373,1
434261374,1
434261375,1
434261376,1
434261377,1
434261378,1
434261379,1
434261381,1
434261383,1
434261384,1
434261385,1
434261386,1
434261387,1
434261389,1
434261394,1
434261395,1
434261396,1
434261397,1
434261398,1
434261401,1
434261402,1
434261403,1
434261405,1
434261406,1
434261407,1
434261408,1
434261410,1
434261411,1
434261413,1
434261414,1
434261415,1
434261416,1
434261417,1
434261418,1
434261421,1
434261422,1
434261423,1
434261424,1
434261425,1
434261428,1
434261430,1
434261431,1
434261432,1
434261433,1
434261434,1
434261436,1
434261437,1
434261438,1
434261439,1
434261440,1
434261443,1
434261446,1
434261447,1
434261448,1
434261449,1
434261451,1
434261452,1
434261454,1
434261456,1
434261458,1
434261459,1
434261460,1
434261464,1
434261465,1
434261466,1
434261469,1
434261470,1
434261471,2
434261473,1
434261475,1
434261477,1
434261481,1
434261483,1
434261485,1
434261488,1
434261489,1
434261496,1
434261497,1
434261498,1
434261499,1
434261502,1
434261503,1
434261504,1
434261506,1
434261511,1
434261512,1
434261513,1
434261515,1
434261518,1
434261519,1
434261521,1
434261523,1
434261524,1
434261526,1
434261528,1
434261532,1
434261535,1
434261536,1
434261537,1
434261538,1
434261539,1
434261540,1
434261541,1
434261544,1
434261545,1
434261547,1
434261548,1
434261549,1
434261550,1
434261551,1
434261552,2
434261553,1
434261555,1
434261558,1
434261560,1
434261561,1
434261562,2
434261563,1
434261564,1
434261565,1
434261567,1
434261568,1
434261569,1
434261570,1
434261571,1
434261572,1
434261573,1
434261574,1
434261575,1
434261576,1
434261577,1
434261578,1
434261581,1
434261582,1
434261583,2
434261584,1
434261587,1
434261591,1
434261592,1
434261594,1
434261596,1
434261598,1
434261599,1
434261600,2
434261601,2
434261603,1
434261604,1
434261605,1
434261606,1
434261609,1
434261610,1
434261612,1
434261613,1
434261614,1
434261615,1
434261616,1
434261618,1
434261619,1
434261621,1
434261622,1
434261623,1
434261626,1
434261627,1
434261629,1
434261630,1
434261631,1
434261632,1
434261633,1
434261634,1
434261635,1
434261638,1
434261639,1
434261640,1
434261641,1
434261643,1
434261645,1
434261646,1
434261647,1
434261648,1
434261649,1
434261650,1
434261651,1
434261653,1
434261654,1
434261655,1
434261656,1
434261657,1
434261658,1
434261659,1
434261660,1
434261661,1
434261662,1
434261663,1
434261664,1
434261665,1
434261666,1
434261667,1
434261668,1
434261669,1
434261671,1
434261674,1
434261675,1
434261679,1
434261680,1
434261682,1
434261683,1
434261685,1
434261689,1
434261690,1
434261692,1
434261693,1
434261694,1
434261698,1
434261699,1
434261701,1
