GLOBALEVENTID,Number Mentions
618408181,3
618408206,1
618408217,1
618408352,1
618408391,5
618408399,5
618408611,1
618408788,2
618408958,1
618409144,1
618409211,2
618409389,3
618409394,5
618409636,1
618409716,1
618410025,1
618410839,2
618411443,3
618411560,1
618411584,1
618411823,1
618411863,1
618411915,1
618412271,1
618412388,1
618412492,2
618412553,1
618412728,1
618412829,1
618412964,1
618412986,1
618413092,1
618413093,1
618413094,1
618413194,1
618413200,1
618413340,1
618413630,3
618413743,1
618413774,1
618413945,2
618413969,4
618413989,1
618413995,1
618414013,1
618414048,1
618414100,1
618414105,1
618414125,2
618414201,1
618415976,1
618415977,1
618416103,1
618416144,1
618416284,1
618416573,1
618416674,1
618416895,1
618417462,1
618417867,1
618417960,1
618417963,1
618418037,7
618418129,6
618419883,6
618419982,2
618420060,1
618420271,1
618420319,1
618420340,1
618420753,2
618420846,1
618420856,2
618420985,1
618421103,1
618421152,1
618421172,2
618421206,2
618421273,1
618421323,2
618421354,1
618421355,1
618421356,1
618422186,1
618422335,1
618423398,2
618423399,2
618423795,2
618423797,2
618423944,3
618423946,3
618423968,3
618424018,1
618424021,1
618424058,1
618424067,1
618424079,6
618424100,3
618424251,2
618424629,2
618424690,1
618424855,1
618425007,1
618425028,1
618425043,2
618425044,2
618425069,4
618425107,1
618425634,1
618425708,3
618425931,7
618425933,7
618426025,1
618426034,1
618426186,1
618426205,1
618426217,1
618426220,1
618426394,3
618426465,1
618428188,1
618428194,1
618428195,1
618428196,2
618428197,1
618428200,1
618428219,1
618428343,3
618428345,2
618428553,1
618428559,1
618428560,1
618428561,1
618428599,1
618428650,1
618428653,1
618428656,1
618428679,1
618428715,3
618429250,2
618429376,3
618429409,3
618429410,3
618429430,1
618429484,2
618429486,2
618429487,1
618429507,1
618429517,1
618429669,1
618429692,1
618429780,2
618429939,3
618429940,3
618430049,1
618430143,1
618430242,1
618430250,3
618430252,3
618430471,2
618430525,2
618430529,1
618430708,1
618430725,1
618430746,1
618430747,1
618430750,1
618430753,1
618430867,1
618430884,3
618430926,1
618430973,1
618431004,1
618431013,3
618431058,1
618431079,1
618432253,2
618432511,6
618432536,3
618432772,1
618432849,1
618432885,1
618432886,1
618432983,1
618433192,2
618433252,1
618433318,1
618433417,3
618433596,1
618433628,1
618433687,2
618433778,2
618433879,1
618433894,1
618434073,2
618434074,2
618434421,1
618434484,1
618434498,2
618434593,3
618434594,3
618434752,1
618434876,3
618434879,1
618434880,1
618434897,1
618434905,1
618436228,4
618436229,7
618436239,2
618436574,3
618436644,1
618436660,1
618436669,1
618436670,1
618436671,1
618436708,1
618436754,1
618436771,1
618436821,3
618436923,3
618437127,1
618437129,1
618437130,1
618437229,2
618437247,1
618437252,18
618437313,1
618437512,2
618437515,2
618437548,1
618437559,3
618437561,1
618437819,1
618437825,1
618437826,1
618437962,2
618438025,2
618438073,1
618438076,1
618438148,1
618438239,1
618438338,4
618438351,2
618438420,1
618438427,1
618438491,3
618438538,3
618438540,3
618438607,1
618438689,1
618438699,18
618438712,3
618438715,1
618438716,18
618438737,1
618438738,18
618438742,2
618438835,1
618440028,1
618440086,3
618440112,7
618440133,1
618440144,1
618440194,1
618440210,2
618440229,1
618440315,2
618440352,5
618440356,5
618440405,3
618440413,1
618440617,3
618440621,3
618440732,2
618440785,31
618440786,31
618440787,31
618440880,1
618440999,1
618441007,1
618441039,3
618441079,1
618441081,1
618441085,1
618441093,1
618441094,1
618441119,5
618441286,3
618441298,1
618441379,3
618441380,2
618441475,1
618441483,1
618441575,1
618441598,1
618441599,1
618441600,1
618441648,1
618441764,3
618442008,1
618442047,2
618442087,1
618442133,1
618442206,1
618442261,1
618442315,31
618442415,2
618442423,3
618442429,3
618442447,3
618442462,2
618442501,1
618442966,1
618443340,1
618443931,1
618443959,6
618444000,1
618444084,1
618444322,1
618444347,2
618444440,1
618444441,2
618444443,1
618444453,2
618444455,2
618444748,8
618444754,8
618444755,8
618444795,2
618444796,2
618444875,2
618444878,1
618444903,3
618444916,3
