GLOBALEVENTID,Number Mentions
458895744,1
458895745,1
458895747,2
458895752,2
458895757,1
458895758,1
458895759,1
458895760,1
458895762,1
458895764,1
458895765,1
458895766,1
458895767,1
458895768,2
458895770,1
458895772,1
458895773,1
458895774,1
458895775,1
458895776,1
458895777,1
458895778,1
458895780,1
458895784,1
458895787,1
458895789,1
458895793,1
458895794,1
458895795,1
458895798,1
458895799,1
458895800,1
458895804,1
458895806,1
458895807,1
458895808,1
458895809,1
458895810,1
458895812,1
458895813,1
458895814,1
458895816,1
458895817,1
458895818,1
458895819,1
458895821,1
458895823,1
458895825,1
458895826,1
458895827,1
458895828,1
458895829,1
458895830,1
458895831,1
458895832,1
458895833,1
458895834,1
458895836,1
458895837,1
458895838,1
458895839,1
458895840,1
458895842,1
458895843,6
458895844,1
458895847,1
458895848,1
458895849,1
458895850,1
458895851,1
458895852,1
458895854,1
458895855,1
458895856,1
458895857,1
458895858,1
458895859,1
458895860,2
458895862,1
458895864,1
458895865,1
458895866,1
458895867,1
458895869,1
458895870,1
458895872,6
458895873,1
458895874,1
458895875,1
458895877,1
458895880,1
458895886,1
458895887,1
458895889,1
458895890,1
458895893,1
458895894,1
458895895,1
458895896,1
458895897,1
458895898,1
458895899,1
458895902,1
458895905,1
458895906,1
458895907,1
458895908,1
458895910,1
458895911,1
458895912,1
458895913,1
458895914,1
458895915,1
458895918,1
458895919,1
458895920,1
458895921,1
458895922,1
458895923,1
458895924,1
458895925,1
458895926,1
458895927,1
458895928,1
458895931,1
458895932,1
458895933,1
458895934,1
458895935,1
458895936,1
458895941,1
458895942,1
458895943,1
458895945,2
458895946,1
458895947,1
458895948,2
458895949,1
458895950,1
458895951,1
458895952,1
458895953,1
458895955,1
458895956,1
458895958,1
458895959,1
458895960,1
458895962,1
458895967,1
458895968,1
458895973,1
458895974,1
458895976,1
458895978,1
458895980,1
458895981,1
458895985,1
458895989,1
458895990,1
458895991,1
458895992,1
458895994,1
458895996,1
458895999,1
458896000,1
458896001,1
458896004,1
458896006,1
458896011,1
458896013,1
458896015,1
458896019,1
458896020,1
458896021,1
458896022,1
458896024,1
458896032,1
458896033,1
458896034,1
458896035,1
458896038,1
458896039,1
458896041,1
458896044,1
458896045,1
458896046,1
458896047,1
458896048,1
458896049,1
458896050,1
458896051,1
458896052,1
458896053,1
458896054,1
458896055,1
458896056,1
458896057,1
458896058,1
458896059,1
458896060,1
458896061,2
458896062,1
458896063,1
458896064,1
458896065,1
458896066,1
458896067,1
458896068,1
458896069,1
458896070,1
458896071,1
458896072,1
458896073,1
458896078,1
458896079,1
458896080,1
458896086,1
458896088,1
458896089,1
458896090,1
458896091,1
458896092,1
458896093,1
458896094,2
458896096,1
458896097,1
458896098,1
458896099,1
458896100,1
458896101,1
458896102,1
458896103,1
458896104,1
458896105,1
458896106,1
458896107,1
458896108,1
458896109,1
458896110,1
458896111,1
458896118,2
458896119,1
458896123,1
458896124,1
458896125,1
458896126,1
458896127,1
458896128,1
458896129,1
458896133,1
458896134,1
458896140,1
458896141,1
458896142,1
458896144,1
458896145,1
458896146,1
458896147,1
458896149,1
458896151,1
458896152,1
458896153,1
458896154,1
458896155,1
458896156,1
458896158,1
458896159,1
458896160,1
458896161,1
458896162,1
458896163,1
458896164,1
458896166,1
458896167,1
458896168,1
458896170,1
458896171,1
458896172,1
458896173,2
458896174,1
458896175,1
458896176,1
458896179,1
458896180,1
458896181,1
458896184,1
458896187,1
458896189,1
458896190,1
458896192,1
458896196,1
458896197,1
458896198,1
458896199,1
458896202,1
458896203,1
458896204,1
458896207,1
458896208,1
458896209,1
458896210,1
458896211,1
458896212,1
458896213,1
458896214,1
458896215,1
458896216,1
458896220,1
458896222,1
458896223,1
458896224,1
458896226,1
458896227,1
458896230,1
458896231,1
458896232,1
458896234,1
458896235,1
458896236,1
458896237,1
458896238,1
458896239,1
458896240,1
458896241,1
458896242,1
458896243,1
458896244,1
458896245,1
458896246,1
458896247,1
458896249,1
458896250,1
458896252,1
458896254,1
458896255,1
458896256,1
458896258,1
458896259,1
458896260,1
458896261,1
458896263,1
458896264,1
458896267,1
458896268,1
458896269,1
458896270,1
458896272,1
458896275,1
458896281,1
458896282,1
458896287,1
458896292,1
458896293,1
458896295,1
458896296,1
458896297,1
458896298,1
458896299,1
458896302,1
458896305,1
458896306,1
458896308,2
458896309,1
458896310,1
458896311,1
458896313,2
458896315,1
458896316,2
458896318,1
458896319,1
458896320,1
458896321,1
458896322,1
458896325,1
458896326,1
458896330,1
458896331,1
458896334,1
458896335,1
458896337,1
458896338,1
458896339,1
458896340,1
458896345,1
458896346,1
458896347,1
458896348,1
458896349,2
458896352,1
458896353,1
458896354,1
458896355,1
458896363,1
458896364,1
458896365,1
458896366,1
458896368,1
458896369,1
458896370,1
458896371,1
458896372,1
458896373,1
458896374,1
458896375,1
458896377,1
458896378,1
458896380,1
458896381,1
458896382,1
458896383,1
458896384,1
458896389,1
458896390,1
458896392,1
458896393,1
458896394,1
458896395,1
458896396,1
458896398,1
458896399,1
458896400,1
458896401,1
458896403,1
458896406,1
458896407,1
458896408,1
458896410,1
458896411,1
458896413,1
458896414,1
458896415,1
458896420,1
458896421,1
458896422,1
458896423,1
458896425,1
458896426,1
458896429,1
458896430,1
458896431,1
458896433,1
458896435,1
458896437,1
458896438,1
458896441,1
458896442,1
458896444,1
458896446,2
458896449,10
458896451,1
458896453,1
458896454,1
458896457,1
458896459,1
458896461,1
458896463,1
458896464,1
458896467,1
458896468,1
458896473,1
458896474,1
458896476,1
458896477,1
458896478,1
458896486,1
458896487,1
458896488,1
458896492,1
458896495,1
458896496,1
458896497,1
458896498,1
458896501,1
458896502,1
458896503,2
458896504,1
458896506,1
458896511,1
458896513,1
458896517,1
458896518,1
458896519,1
458896523,1
458896525,1
458896527,1
458896528,1
458896529,1
458896532,4
458896533,1
458896537,1
458896538,1
458896539,1
458896541,1
458896542,1
458896543,1
458896544,1
458896545,1
458896547,1
458896548,1
458896551,1
458896552,1
458896553,1
458896554,1
458896557,1
458896559,1
458896563,1
458896564,1
458896566,1
458896567,1
458896569,1
458896574,1
458896576,1
458896578,1
458896579,1
458896580,1
458896588,1
458896589,1
458896590,1
458896592,1
458896595,1
458896596,2
458896597,1
458896598,1
458896599,1
458896600,1
458896602,1
458896603,1
458896604,1
458896606,1
458896607,1
458896608,1
458896609,1
458896614,1
458896616,1
458896619,1
458896621,1
458896625,1
458896626,1
458896628,1
458896629,1
458896630,1
458896632,1
458896634,1
458896636,1
458896637,1
458896638,1
458896640,1
458896641,1
458896642,1
458896643,1
458896644,1
458896645,1
458896647,1
458896649,1
458896651,1
458896652,1
458896655,1
458896656,2
458896657,2
458896661,1
458896662,1
458896663,1
458896665,1
458896666,2
458896667,1
458896668,1
458896670,1
458896671,1
458896672,1
458896673,1
458896674,1
458896676,1
458896677,1
458896678,1
458896681,1
458896684,1
458896691,1
458896694,2
458896695,1
458896697,1
458896698,1
458896702,2
458896703,1
458896704,1
458896705,1
458896706,1
458896708,1
458896710,1
458896718,1
458896719,1
458896720,2
458896721,2
458896723,1
458896724,1
458896727,1
458896728,1
458896731,1
458896732,1
458896733,1
458896734,1
458896753,1
458896755,1
458896756,1
458896761,1
458896763,1
458896764,1
458896765,1
458896767,1
458896768,1
458896771,1
458896772,1
458896782,1
458896783,1
