GLOBALEVENTID,Number Mentions
570343585,4
570343589,1
570343597,1
570343619,2
570343622,1
570343646,2
570343648,1
570343651,1
570343653,1
570343658,1
570343669,3
570343721,1
570343744,2
570343796,1
570343832,1
570343850,1
570343852,1
570343900,3
570343901,1
570343944,1
570343997,4
570344000,2
570344272,1
570344282,2
570344534,3
570344692,2
570344874,1
570345175,1
570345548,15
570345652,2
570345906,1
570346129,1
570346221,1
570346292,1
570347030,1
570347088,1
570347096,1
570347097,2
570347135,2
570347637,1
570347679,2
570347686,1
570347744,1
570347751,1
570347782,1
570347927,1
570348316,4
570348587,6
570348598,1
570348907,2
570349016,1
570349071,2
570349175,1
570349188,1
570349221,1
570349388,1
570349422,1
570349964,1
570350037,1
570350339,1
570350392,1
570350396,1
570350573,2
570350603,1
570350847,1
570350848,1
570351055,1
570351057,1
570351060,1
570351168,1
570351246,1
570351734,2
570351753,1
570351818,1
570351847,1
570351967,1
570352509,1
570352630,1
570352645,1
570352716,1
570352739,1
570352766,1
570352836,1
570352883,1
570353159,1
570353458,2
570353486,1
570353508,1
570353593,1
570354092,1
570354286,3
570354333,1
570354391,2
570354418,1
570354426,4
570354571,1
570354574,1
570354605,3
570354608,3
570354639,3
570354642,3
570354776,1
570355003,1
570355771,1
570355802,1
570356131,2
570356178,1
570356324,2
570356328,1
570356782,3
570356783,7
570357101,1
570357131,1
570357137,1
570357146,1
570357150,1
570357200,1
570357201,1
570357222,7
570357224,5
570357376,5
570357745,1
570357812,1
570357977,1
570357979,1
570358162,5
570358561,1
570358656,1
570358950,1
570359068,2
570359170,2
570359270,1
570359410,2
570359592,1
570360764,1
570360787,1
570360858,1
570360860,1
570361265,1
570361467,2
570361664,1
570361695,1
570361741,1
570361742,1
570361766,1
570362144,2
570362155,1
570362349,1
570362409,1
570362477,1
570362630,1
570362704,5
570362712,1
570362792,1
570362835,1
570363040,1
570363301,1
570363349,1
570363500,1
570363526,1
570363598,1
570363601,1
570363654,1
570363842,1
570363860,1
570363884,1
570363935,1
570363943,1
570363949,1
570364020,1
570364021,1
570364962,1
570364977,1
570364978,1
570365146,1
570365251,1
570365289,1
570365568,1
570365713,1
570365927,1
570366056,1
570366600,1
570366646,2
570366707,1
570367109,1
570367259,1
570367379,1
570367895,1
570367964,1
570368106,1
570368299,1
570368316,1
570368336,1
570368337,1
570368369,1
570368507,1
570368786,1
570369459,1
570369554,1
570370350,1
570370580,2
570371009,1
570371176,1
570371330,2
570371761,2
570371889,2
570372084,1
570372113,1
570372214,3
570372219,1
570372381,1
570372493,1
570372536,1
570372716,1
570372960,1
570372991,1
570373047,1
570373263,2
570373524,1
570373526,1
570373601,1
570373603,1
570373809,1
570373869,1
570374075,1
570374094,1
570375191,2
570375262,2
570375648,1
570375662,1
570375673,1
570375791,1
570376218,1
570376558,1
570376917,1
570377025,11
570377113,1
570377142,6
570377653,1
570378134,7
570378252,1
570378345,1
570378792,1
570378923,2
570379059,2
570379060,1
570379271,1
570379313,3
570379372,1
570379373,1
570379592,1
570379864,1
570380316,1
570380341,1
570380450,1
570381516,1
570381735,1
570382080,1
570382102,1
570382432,1
570382462,1
570382820,3
570382821,2
570382822,3
570382823,4
570382977,1
570383759,2
570384218,1
570384259,1
570384457,1
570384475,2
570384546,1
570384560,1
570384588,1
570384607,1
570384818,1
570385285,1
570385286,1
570385302,4
570385319,1
570385955,1
570385975,1
570386033,1
570386359,4
570386381,1
570386382,7
570386863,8
570386864,8
570387207,1
570387214,2
570387472,1
570387487,1
570387489,1
570387622,1
570387627,2
570387639,1
570388062,1
570388353,2
570389037,2
570389470,1
570390728,1
570390835,1
570390837,1
570391455,1
570391788,1
570393058,1
570393582,1
570393585,1
570393954,1
570394086,1
570394098,1
570394400,1
570394518,1
570394784,4
570394853,1
570394994,1
570395015,2
570395056,1
570395583,1
570395717,1
570396093,1
570396170,2
570396185,3
570396602,1
570396871,1
570396924,2
570396946,6
570397100,4
570397101,3
570397633,2
570397955,1
570398063,1
570398100,1
570398999,1
570399530,1
570400054,1
570400082,1
570400105,3
570400284,1
570400291,1
570400804,1
570401033,3
570401232,1
570401317,1
570401321,2
570401408,1
570401921,1
570402025,1
570402214,1
570402242,1
570403445,1
570404953,1
570405287,3
570405597,1
570406456,1
570406753,1
570407064,3
570407616,1
570407642,1
570407746,1
570407958,2
570408020,2
570409506,1
570409516,5
570410342,1
570410461,1
570410588,1
570410892,1
570412379,1
570412457,6
570412581,1
570412822,1
570413005,1
570413843,1
570414013,1
570414442,1
570417092,1
570417417,1
570417430,1
570418384,1
570419155,2
570419496,1
570420555,1
570420628,2
570420629,2
570420943,1
570421042,2
570421271,1
570421335,1
570421359,3
570421462,1
570423128,1
570423321,5
570423395,3
570423829,1
570424074,3
570424362,1
570424685,1
570424686,1
570425090,1
570425092,1
570425111,1
570425376,1
570425541,1
570426141,5
570426263,1
570426585,1
570426633,1
570427733,1
570427801,15
570428138,1
570428353,1
570428489,1
570428639,1
570429101,1
570429359,1
570429504,1
570429723,1
570429961,1
570430071,1
570430468,1
570430902,1
570431136,1
570431716,1
570432111,1
570432214,1
570432433,1
570432512,1
570432761,3
570432877,1
570432890,1
570433128,5
570433133,2
570434051,1
570435746,4
570436754,1
570436763,1
570436984,2
570437123,1
570437346,1
570437783,1
570438010,1
570438574,1
570438774,1
570439363,1
570439389,1
570439653,1
570439659,2
570439673,2
570439849,1
570439866,1
570439994,2
570440277,1
570440325,1
570442712,1
570445009,1
570445745,1
570445888,1
570446702,1
570446711,1
570446818,1
570446824,1
570447041,1
570447108,1
570447109,1
570447112,1
570447466,1
570447724,1
570447738,1
570447855,1
570447876,1
570447952,1
570448428,1
570448682,1
570448686,1
570448750,1
570448971,4
570449149,4
570449273,1
570449298,2
570449490,1
570449620,1
570451570,1
570451683,1
570451704,1
570451752,1
570452065,1
570452066,1
570452070,7
570452115,1
570452196,8
