GLOBALEVENTID,count,GoldsteinScale
561172529,1,2.8
561172599,1,1.9
561172634,1,-0.1
561172992,1,3.4
561173624,1,0.0
561173713,1,3.0
561173877,1,-4.4
561173892,1,-10.0
561173959,1,3.0
561174020,1,6.0
561174091,1,4.0
561174142,1,-10.0
561174355,1,3.4
513222731,1,-5.0
513223059,1,-5.0
513223100,1,5.2
513224151,1,5.0
513224487,1,-4.0
513224665,1,-10.0
513225083,1,-2.0
513225100,1,3.0
503439455,1,0.0
503439769,1,-5.0
503440259,1,3.0
503440303,1,-4.0
503440816,1,4.0
503440945,1,6.0
503441140,1,3.4
531806249,1,0.4
531806289,1,4.0
531806367,1,7.0
531807367,1,1.0
531807597,1,5.0
531807601,1,1.0
531807644,1,3.0
531807847,1,6.0
531808002,1,0.0
531808177,1,4.0
600476337,1,3.0
600476380,1,4.0
600476411,1,3.0
600476553,3,-2.0
600476785,1,0.4
600476803,2,-0.4
600477288,1,4.0
600477546,1,2.8
600477557,1,1.9
600477669,1,-5.0
600478381,1,-5.0
600478385,1,7.0
590315038,1,1.9
590315351,1,0.0
590315721,3,-9.0
590316068,1,3.4
590316265,1,6.0
590316734,1,-5.0
590316748,1,-2.0
541684280,1,1.9
541684314,1,-0.3
541684417,1,3.0
541684441,1,-6.5
541684491,1,7.4
541684932,1,7.4
541684971,1,-5.0
541685285,1,3.4
541685292,1,3.4
541685390,1,7.0
541685704,1,2.8
522433999,1,4.0
522434279,1,-4.0
522434344,1,-2.0
522434348,1,4.0
522434488,1,0.0
522434679,1,-5.0
522434775,1,-4.0
570644339,1,-10.0
570644345,1,3.4
570645036,1,3.0
570645130,1,-4.0
570645236,1,-9.5
570645460,1,8.0
570645601,2,7.4
570645712,1,7.4
570645784,1,-5.0
570646221,1,4.0
570646271,1,2.8
570646509,1,0.4
522434612,1,1.9
580273824,1,1.9
580273861,1,7.0
580274137,1,0.4
580274377,1,0.4
551695909,1,8.0
551696056,1,3.0
551696149,1,1.0
551696162,1,3.0
551696245,1,3.0
551696253,1,-10.0
551696347,1,0.0
551696400,1,3.4
609630414,1,7.0
