GLOBALEVENTID,Number Mentions
570593702,1
570594333,1
570594382,1
570594473,1
570594482,1
570594561,1
570594562,1
570594563,1
570594584,1
570594602,1
570594609,1
570595039,1
570595222,1
570595400,1
570595415,3
570595416,4
570595476,1
570595477,1
570595481,1
570595493,1
570595659,1
570597236,1
570597338,1
570597339,1
570597381,1
570597383,1
570597384,1
570597385,1
570597392,1
570597395,1
570597468,1
570597469,1
570597478,1
570597490,1
570597559,1
570597588,1
570597649,1
570597696,1
570597697,1
570597722,1
570597724,1
570597727,1
570597761,1
570597762,1
570597791,1
570597849,1
570597858,2
570597905,1
570597906,1
570597982,1
570597984,1
570597992,1
570598116,1
570598141,1
570598175,1
570598176,1
570598178,1
570598179,1
570598180,1
570598505,1
570598735,1
570598746,1
570598747,1
570598826,1
570598886,1
570600008,1
570600289,1
570600309,1
570600311,1
570600312,1
570600313,1
570600327,1
570600340,1
570600342,1
570600534,1
570600537,1
570600598,1
570600625,1
570600661,1
570600689,1
570600772,6
570600964,1
570601015,1
570601226,1
570601229,1
570601319,1
570601395,1
570601480,1
570601485,1
570601817,1
570602089,2
570602144,1
570603276,1
570603282,1
570603359,1
570603382,1
570603553,1
570603734,1
570603933,1
570603934,1
570603963,1
570603980,1
570603987,1
570604147,1
570604317,1
570604327,1
570604476,1
570604492,1
570604622,1
570604623,1
570604631,1
570604654,1
570604673,1
570605225,1
570605288,1
570605301,1
570605391,1
570605429,1
570605433,1
570605502,2
570605562,1
570605563,1
570605666,1
570605673,1
570605690,2
570605773,1
570605774,1
570605997,2
570606014,2
570606860,1
570606966,1
570606979,4
570606983,1
570606993,1
570607034,3
570607294,3
570607298,1
570607299,1
570607576,1
570607735,1
570608310,4
570608366,4
570608550,1
570608552,4
570608980,3
570609093,1
570609180,1
570609212,1
570609222,3
570609223,3
570609224,1
570609229,1
570609265,4
570609270,1
570609319,3
570609323,1
570609361,1
570609375,4
570609418,1
570609448,1
570609460,2
570609562,2
570611030,1
570611062,1
570611102,1
570611109,1
570611115,1
570611117,1
570611259,1
570611393,1
570611395,6
570611530,1
570611548,2
