GLOBALEVENTID,count,GoldsteinScale
561172345,1,4.0
561172368,1,0.0
561172933,1,0.0
561173048,1,4.0
561173175,1,-2.0
561173640,1,-2.0
561173810,1,0.4
561174210,1,3.4
561174437,1,-5.0
513222687,1,-5.0
513222879,1,1.9
513223418,1,3.0
513223532,1,1.9
513224019,1,-2.0
513224515,1,7.0
513224777,1,2.8
513224807,1,-4.0
503439565,1,-10.0
503439618,1,7.0
503439692,1,0.0
503439738,1,5.2
503440079,1,4.0
503440088,1,-5.0
503440219,1,-0.4
503440504,1,8.0
503440633,1,7.0
503440666,1,-4.0
503440796,1,-2.0
503441028,1,-2.0
503441097,1,-9.0
503441319,1,3.4
503441497,1,2.8
531805930,1,1.0
531806007,1,1.0
531806334,1,-0.4
531806394,1,3.4
531806407,1,-9.5
531806544,1,-9.0
531806637,1,-2.0
531806717,1,-5.0
531806967,2,0.0
531807393,1,3.0
531807567,1,-10.0
531807600,6,-2.0
531808111,2,2.8
531806768,1,3.4
600476440,1,1.9
600476482,1,1.0
600477119,1,7.4
600477345,1,-2.0
600477638,1,-10.0
600477875,1,4.0
600477878,1,4.0
590315250,1,-5.0
590315538,1,1.9
590316547,1,-0.3
590316704,1,-5.0
590316816,1,7.0
541683911,3,1.9
541683954,1,8.0
541683992,1,2.8
541684115,1,3.0
541684752,1,3.0
541684993,1,7.0
541685531,1,-6.5
541685674,1,-4.0
541685720,1,2.8
541685728,1,0.0
522433929,1,2.8
522433942,1,1.0
522434153,1,7.0
522434156,1,7.0
522434227,1,0.0
522434261,1,-5.0
522434524,1,-10.0
522434568,1,8.0
522435081,1,0.0
522435082,1,0.0
522435398,1,0.4
570644387,1,1.9
570644802,1,2.8
570645249,1,-2.0
570645883,1,1.9
570646277,1,1.9
570646429,1,1.9
580273855,1,7.0
580274072,1,-10.0
580274350,1,-10.0
580274532,1,-2.0
580274721,1,7.0
551696013,1,-5.0
551696104,1,-5.0
551696160,1,0.0
551696247,1,3.0
551696758,1,-6.5
609630410,1,1.9
609630701,1,5.0
609631055,1,-2.0
609631303,1,0.4
