GLOBALEVENTID,Number Mentions
410448469,1
410448576,1
410448639,1
410448641,1
410448645,1
410448653,1
410448656,1
410448679,1
410448691,2
410448700,1
410448701,1
410448724,1
410448725,1
410448743,1
410448781,2
410448800,1
410448803,1
410448805,2
410448807,1
410448813,1
410448831,1
410448834,1
410448845,1
410448864,1
410448887,1
410448888,1
410448894,1
410449038,1
410449047,1
410449048,1
410449050,1
410449053,1
410449148,2
410449156,1
410449157,1
410449165,1
410449185,1
410449229,4
410449303,1
410449429,1
410449461,1
410449472,1
410449473,1
410449475,2
410449494,1
410449506,1
410449509,2
410449511,2
410449513,1
410449553,1
410449576,5
410449578,2
410449594,1
410449597,1
410449599,1
410449641,1
410449642,1
410449686,1
410449728,2
410449743,1
410449744,1
410449811,2
410449819,2
410449854,1
410449855,1
410449856,1
410449895,1
410449941,1
410450008,1
410450010,1
410450023,1
410450057,1
410450146,1
410450187,2
410450188,2
410450189,2
410450249,1
410450250,1
410450362,1
410450376,4
410450382,1
410450429,1
410450442,1
410450449,13
410450465,1
410450611,1
410450632,1
410450692,1
410450694,1
410450744,1
410450748,1
410450750,3
410450759,3
410450764,1
410450769,1
410450788,2
410450797,1
410450805,1
410450850,1
410450855,1
410450872,1
410450915,1
410450924,1
410450982,1
410451100,1
410451112,1
410451113,1
410451188,8
410451189,8
410451190,8
410451216,1
410451229,1
410451241,1
410451242,1
410451245,1
410451270,1
410451273,1
410451278,1
410451279,1
410451359,1
410451420,1
410451421,1
410451422,1
410451423,1
410451451,1
410451457,1
410451477,1
410451478,1
410451485,1
410451500,1
410451504,1
410451505,2
410451570,1
410451580,1
410451581,1
410451630,1
410451631,1
410451633,1
410451634,1
410451640,1
410451641,1
410451651,1
410451679,4
410451695,1
410451734,1
410451741,1
410451759,1
410451827,1
410451840,1
410451864,1
410451898,2
410451933,1
410451942,1
410451943,1
410451974,1
410451983,1
410451990,1
410452009,2
410452017,2
410452063,1
410452067,1
410452090,1
410452159,2
410452172,2
410452187,1
410452204,1
410452210,1
410452225,1
410452226,1
410452236,1
410452238,1
410452243,2
410452261,1
410452269,2
410452277,1
410452283,1
410452284,1
410452307,1
410452313,1
410452344,1
410452366,1
410452378,2
410452383,1
410452384,1
410452386,3
410452388,1
410452414,1
410452458,1
410452537,2
410452575,1
410452613,1
410452646,1
410452651,1
410452705,1
410452709,18
410452716,13
410452717,18
410452962,1
410452975,1
410453061,1
410453292,1
410453411,1
410453481,1
410453583,1
410453826,2
410454433,1
410454443,1
410454769,1
410454826,1
410454866,1
410454878,13
410454879,13
410454912,1
410454920,2
410454937,1
410455010,1
410455028,1
410455037,1
410455043,1
410455045,1
410455050,1
410455053,1
410455055,1
410455056,1
410455073,1
410455074,1
410455097,1
410455098,1
410455130,1
410455131,1
410455135,1
410455164,4
410455180,7
410455223,4
410455261,2
410455275,1
410455279,13
410455280,13
410455287,1
410455360,1
410455375,1
410455475,1
410455534,1
410455540,1
410455545,1
410455564,1
410455593,1
410455594,1
410455635,2
410455677,1
410455724,1
410455725,1
410455780,1
410455816,2
410455843,1
410455900,2
410455911,1
410455917,1
410455930,1
410455975,1
410455982,13
410456019,1
410456036,1
410456068,1
410456069,1
410456070,1
410456071,1
410456228,1
410456258,1
410456264,1
410456322,1
410456344,1
410456390,1
410456393,2
410456394,1
410456400,1
410456410,1
410456413,1
410456434,2
410456444,1
410456451,1
410456457,1
410456492,1
410456501,1
410456502,1
410456586,1
410456639,1
410456641,1
410456642,1
410456644,1
410456645,1
410456648,1
410456649,1
410456651,1
410456664,1
410456816,2
410456831,1
410456846,1
410456853,1
410456858,1
410456862,1
410456903,1
410456968,1
410456976,1
410456988,1
410456989,1
410457033,3
410457039,3
410457124,1
410457139,1
410457173,1
410457239,1
410457299,1
410457303,1
410457335,1
410457385,1
410457516,2
410457532,18
410458028,1
410458219,1
410458237,1
410458308,3
410458311,1
410458315,1
410458373,4
410458483,1
410458531,1
410458542,1
410458601,7
410458617,11
410458634,11
410458635,1
410458643,1
410458662,2
410458665,4
410458669,2
410458672,1
410458673,1
410458686,1
410458687,1
410458692,1
410458696,11
410458701,2
410458712,10
410458716,10
410458718,2
410458723,1
410458740,1
410458742,1
410458743,1
410458788,1
410458843,1
410458853,2
410458860,4
410458883,4
410458884,4
410458894,3
410458897,8
410458899,8
410458900,8
410458923,7
410458993,1
410459012,1
410459013,1
410459049,1
410459071,2
410459082,2
410459100,1
410459155,1
410459247,4
410459289,1
410459294,1
410459296,1
410459315,1
410459351,2
410459377,1
410459379,1
410459388,3
410459389,2
410459393,7
410459434,1
410459436,1
410459444,1
410459505,1
410459506,1
410459548,3
410459562,3
410459566,1
410459567,11
410459569,3
