GLOBALEVENTID,count,GoldsteinScale
561172469,1,-5.0
561172503,1,-2.0
561172576,1,3.4
561172613,1,-5.0
561173142,1,-10.0
561173226,1,1.9
561173419,1,6.0
561173435,1,-4.0
561173500,1,-4.0
561173760,1,1.9
561173868,1,1.9
561174075,1,-10.0
561174131,1,-5.0
513222737,1,3.0
513222806,1,7.0
513222831,1,-10.0
513222929,1,-10.0
513223448,1,-5.0
513223652,1,-2.0
513223819,1,2.8
513223901,1,1.9
513224224,9,2.8
513224255,1,-4.4
513224637,1,-2.0
513224658,1,7.0
513224877,1,1.0
513224881,1,1.0
513225116,1,4.0
513225196,1,7.0
503439742,1,3.4
503439835,1,-2.0
503439875,1,-5.0
503439895,1,3.0
503440016,1,4.0
503440172,1,-2.0
503440810,1,8.0
503440853,1,7.0
503440981,1,7.0
503441254,1,1.9
503441518,1,3.0
531806963,2,8.0
531806979,1,-5.0
531807175,1,-10.0
531807350,1,5.0
531807550,1,-2.0
531808181,1,-10.0
600476283,1,0.0
600476451,1,3.4
600476885,1,1.0
600476893,1,9.0
600477117,1,6.0
600477188,1,7.0
600477536,1,0.0
600477559,1,3.0
600477793,1,-10.0
600477816,1,2.8
600477865,1,3.0
600478026,1,3.4
600478197,1,0.0
600478360,1,2.8
600478417,1,-5.0
590314897,1,-10.0
590314899,1,1.9
590315438,1,7.0
590315547,1,-2.0
590315862,1,3.4
590315961,1,3.5
590315992,1,5.2
590316350,1,4.0
590316619,1,3.4
541684163,2,7.0
541684706,1,7.0
541684877,1,2.8
541684910,1,0.0
541685221,1,8.3
541685578,1,1.9
590315664,1,-0.4
541685448,1,2.8
522433994,1,-2.0
522434044,1,-5.0
522434229,1,-0.4
522434580,1,-5.0
522434631,1,0.0
522434694,1,1.9
522434794,1,-2.0
522434821,1,-5.0
522434840,1,-2.0
522434903,1,3.0
570644320,1,0.4
570644386,1,-10.0
570644446,1,4.0
570644452,1,2.8
570644666,1,0.0
570644899,1,6.0
570644920,1,3.0
570645072,1,-2.0
570645354,1,2.8
570645645,2,2.8
570646224,1,3.4
570646407,1,7.0
570646423,1,-4.0
570646480,1,3.0
580273758,1,3.0
580273897,1,3.0
580274074,1,5.0
580274710,1,4.0
551696090,1,-2.0
551696139,1,4.0
551696196,1,4.0
551696240,1,0.0
551696283,1,2.8
551696402,1,-10.0
609630510,1,-2.0
609630676,1,-5.0
609630853,1,-10.0
609630864,1,-4.4
609630921,1,0.0
609631009,1,-2.0
609631034,1,-10.0
609631043,1,3.0
609631156,1,3.4
609631158,1,5.0
609631161,1,7.0
609631193,1,1.0
