ActionGeo_CountryCode,media_coverage,media_attention
KI,1,0.0026292264815691224
VG,1,0.0026292264815691224
AD,1,0.0026292264815691224
MO,1,0.0026292264815691224
GQ,1,0.0026292264815691224
KN,1,0.0026292264815691224
AS,1,0.0026292264815691224
SR,1,0.0026292264815691224
