ActionGeo_CountryCode,MentionTimeDate,count
MX,201611,10
ZA,201610,1
AS,201601,40
UG,201601,3
BA,201601,4
AE,201604,2
NZ,201603,9
RW,201603,1
FR,201602,22
EI,201602,6
