MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201602,01,WS,2
201602,01,LE,1
201604,01,CF,1
201604,01,SU,1
201601,03,SY,8
201704,02,SA,3
201704,01,KS,2
201603,02,UK,1
201603,01,TZ,3
201609,01,JM,1
201702,01,PK,1
201702,03,PK,2
201703,01,SY,2
201612,02,RS,5
201504,02,CA,1
201705,19,RS,1
201706,19,FJ,1
201704,19,RS,1
