MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201604,01,IS,2
201707,01,VM,3
201512,01,OS,1
201709,19,TH,2
201511,19,RS,5
201705,18,PP,1
201503,19,SY,2
201506,18,,2
201508,19,CH,6
201702,19,UK,2
