MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201602,02,EG,3
201604,03,CA,1
201604,01,CU,10
201608,03,IR,11
201610,01,IR,6
201706,01,LU,1
201510,03,,2
201602,18,PK,6
201701,19,MK,1
201607,18,PK,2
201608,20,RB,2
201611,19,ZI,1
201601,19,IR,2
201503,18,TS,3
201605,18,IZ,2
201509,19,KN,2
201510,19,UP,3
201612,18,,3
201507,19,IN,8
