MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201709,01,FJ,11
201701,01,NO,1
201607,01,PK,1
201608,02,CH,11
201608,01,YM,6
201608,02,SG,1
201611,03,GM,5
201601,01,WE,4
201610,03,UK,8
201707,02,IN,1
201509,01,EG,4
201505,01,CA,5
201510,01,IN,8
201504,01,IS,2
201708,01,RS,2
201602,19,ID,2
201607,19,SW,1
201601,18,UK,6
201506,19,GM,1
201609,18,UK,1
