MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201709,01,UP,1
201604,02,IS,3
201607,02,TU,4
201601,01,GK,2
201610,03,TU,2
201610,01,AF,1
201706,02,SP,1
201704,02,ET,2
201605,03,BR,1
201512,02,IZ,8
201701,18,UK,1
201608,19,RS,2
201504,19,,5
