MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201709,01,JA,6
201709,02,IR,3
201511,02,KE,1
201607,02,LY,3
201607,01,IT,2
201705,02,KG,2
201707,03,AO,1
201706,02,IZ,1
201503,03,AS,4
201605,01,JE,1
201506,01,NL,2
201609,01,RS,7
201702,01,SF,1
201703,01,IS,1
201612,02,BE,1
201504,01,BC,1
201511,18,CH,2
201707,19,UK,3
201506,18,IS,1
201606,19,SY,7
