MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201602,02,NI,2
201701,01,BG,3
201604,01,IT,3
201609,03,CA,2
201610,02,SA,3
201705,01,AS,16
201706,03,CI,1
201503,03,IS,7
201609,02,UP,1
201609,02,ES,1
201508,02,RP,1
201508,01,GB,1
201508,02,TH,3
201504,01,US,63
201507,02,UK,1
201511,18,NI,5
201610,19,SF,2
201705,20,UK,1
201503,19,AF,10
