MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201701,02,RO,1
201701,02,SO,2
201604,02,IN,3
201511,01,TD,4
201607,02,RS,1
201608,01,IR,5
201611,01,UK,32
201706,01,NO,1
201605,02,JA,4
201605,01,RP,3
201605,01,EI,1
201506,01,NI,1
201509,03,NI,5
201505,01,SF,1
201708,01,PM,1
201507,01,IR,1
201705,19,TH,1
201504,19,IS,3
