MonthYear_Date,EventRootCode,ActionGeo_CountryCode,count
201602,02,IR,3
201709,01,BG,3
201511,01,CA,8
201511,01,NO,1
201606,01,ID,2
201610,02,UK,1
201610,02,BU,1
201610,02,LU,1
201610,01,NZ,1
201707,03,IN,8
201707,02,UK,1
201707,03,CA,2
201605,01,,8
201512,02,ZI,5
201512,02,RS,1
201506,02,IR,2
201506,01,SP,1
201508,01,SY,2
201509,02,HA,1
201708,03,RS,3
201611,19,VM,2
201512,19,GB,1
201702,19,CA,4
