682630317	20160819	201608	2016	2016.6274											PAKELI	NAWAZ SHARIF	PAK					ELI			1	190	190	19	4	-10.0	10	1	10	-1.25130344108446	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20170819230000	http://dailytimes.com.pk/opinion/20-Aug-17/comrade-nawaz-is-that-you
682630318	20160819	201608	2016	2016.6274	EDU	UNIVERSITY						EDU			EGY	CAIRO	EGY								1	042	042	04	1	1.9	5	1	5	1.1378002528445	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20170819230000	http://blogs.timesofisrael.com/holy-women-inspiring-interfaith-prayer-stories/
682630319	20160819	201608	2016	2016.6274	EDU	UNIVERSITY						EDU			EGY	EGYPT	EGY								1	043	043	04	1	2.8	1	1	1	1.1378002528445	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20170819230000	http://blogs.timesofisrael.com/holy-women-inspiring-interfaith-prayer-stories/
682630320	20160819	201608	2016	2016.6274	EDU	UNIVERSITY						EDU			GRC	RHODES	GRC								1	160	160	16	4	-4.0	8	1	8	-3.91304347826087	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20170819230000	http://www.newsletter.co.uk/news/your-say/it-won-t-be-long-until-we-hear-calls-for-the-removal-of-carson-s-statue-1-8111491
682630321	20160819	201608	2016	2016.6274	EDU	UNIVERSITY						EDU			MOSSUN	SUNNI				MOS	SUN				1	043	043	04	1	2.8	5	1	5	1.1378002528445	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20170819230000	http://blogs.timesofisrael.com/holy-women-inspiring-interfaith-prayer-stories/
682630322	20160819	201608	2016	2016.6274	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	160	160	16	4	-4.0	2	1	2	-3.91304347826087	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20170819230000	http://www.newsletter.co.uk/news/your-say/it-won-t-be-long-until-we-hear-calls-for-the-removal-of-carson-s-statue-1-8111491
682630323	20160819	201608	2016	2016.6274	EGY	CAIRO	EGY								EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	5	1	5	1.1378002528445	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20170819230000	http://blogs.timesofisrael.com/holy-women-inspiring-interfaith-prayer-stories/
682630324	20160819	201608	2016	2016.6274	GBR	UNITED KINGDOM	GBR								IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			0	071	071	07	2	7.4	4	1	4	-3.66300366300366	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20170819230000	http://www.freemalaysiatoday.com/category/business/2017/08/20/computer-error-top-trend-following-hedge-funds-lose-out-in-2017/
682630325	20160819	201608	2016	2016.6274	MOSSUN	SUNNI				MOS	SUN				EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	4	1	4	1.1378002528445	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20170819230000	http://blogs.timesofisrael.com/holy-women-inspiring-interfaith-prayer-stories/
682630326	20160819	201608	2016	2016.6274	MOSSUN	SUNNI				MOS	SUN				EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	1	1	1	1.1378002528445	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20170819230000	http://blogs.timesofisrael.com/holy-women-inspiring-interfaith-prayer-stories/
682630327	20160819	201608	2016	2016.6274	PAKELI	NAWAZ SHARIF	PAK					ELI													1	190	190	19	4	-10.0	4	1	4	-1.25130344108446	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20170819230000	http://dailytimes.com.pk/opinion/20-Aug-17/comrade-nawaz-is-that-you
682630328	20160819	201608	2016	2016.6274	PAKELI	NAWAZ SHARIF	PAK					ELI													1	190	190	19	4	-10.0	6	1	6	-1.25130344108446	4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	0								4	Gilgit-Baltistan, Northern Areas, Pakistan	PK	PK07	40421	36	75	10789791	20170819230000	http://dailytimes.com.pk/opinion/20-Aug-17/comrade-nawaz-is-that-you
682630329	20170720	201707	2017	2017.5479											USAEDU	MASSACHUSETTS	USA					EDU			1	036	036	03	1	4.0	4	1	4	3.71134020618557	0								1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20170819230000	http://www.amherstbulletin.com/UMass-Amherst-students-prepare-for-public-health-study-abroad-in-Cuba-11891930
