600476450	20161118	201611	2016	2016.8712											USA	ALABAMA	USA								1	051	051	05	1	3.4	2	1	2	-3.01003344481605	0								3	Auburn University, Alabama, United States	US	USAL		32.6021	-85.4849	113278	3	Auburn University, Alabama, United States	US	USAL		32.6021	-85.4849	113278	20161118230000	http://thetab.com/us/auburn/2016/11/18/trump-sexual-assault-1097
600476451	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	2.5	0								3	Grand Rapids, Michigan, United States	US	USMI		42.9634	-85.6681	627105	3	Grand Rapids, Michigan, United States	US	USMI		42.9634	-85.6681	627105	20161118230000	http://woodtv.com/2016/11/18/betsy-devos-to-meet-with-president-elect-donald-trump/
600476452	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	052	052	05	1	3.5	2	1	2	2.94599018003274	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20161118230000	https://www.lifesitenews.com/news/solidly-pro-life-kansas-rep.-mike-pompeo-selected-as-cia-director
600476453	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	084	084	08	2	7.0	1	1	1	-4.46735395189004	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20161118230000	http://www.aol.com/article/news/2016/11/18/exclusive-florida-inmate-arrested-at-prison-door-in-2004-cold-c/21609524/
600476454	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								0	110	110	11	3	-2.0	2	1	2	-3.01003344481605	0								3	Auburn University, Alabama, United States	US	USAL		32.6021	-85.4849	113278	3	Auburn University, Alabama, United States	US	USAL		32.6021	-85.4849	113278	20161118230000	http://thetab.com/us/auburn/2016/11/18/trump-sexual-assault-1097
600476455	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								0	111	111	11	3	-2.0	4	1	4	-9.6666666666667	0								3	Mcclain County, Oklahoma, United States	US	USOK		35.0167	-97.517	1101834	3	Mcclain County, Oklahoma, United States	US	USOK		35.0167	-97.517	1101834	20161118230000	http://kfor.com/2016/11/18/jury-deciding-fate-of-oklahoma-woman-accused-of-murdering-piedmont-teen/
600476456	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	5	1	5	-9.6666666666667	0								3	Piedmont, Oklahoma, United States	US	USOK	OK017	35.642	-97.7464	1096622	3	Piedmont, Oklahoma, United States	US	USOK	OK017	35.642	-97.7464	1096622	20161118230000	http://kfor.com/2016/11/18/jury-deciding-fate-of-oklahoma-woman-accused-of-murdering-piedmont-teen/
600476457	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	3	1	2	-9.6666666666667	0								3	Mcclain County, Oklahoma, United States	US	USOK		35.0167	-97.517	1101834	3	Mcclain County, Oklahoma, United States	US	USOK		35.0167	-97.517	1101834	20161118230000	http://kfor.com/2016/11/18/jury-deciding-fate-of-oklahoma-woman-accused-of-murdering-piedmont-teen/
600476458	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	3	1	3	-3.8659793814433	0								3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	20161118230000	http://www.fox5atlanta.com/news/218423563-story
600476459	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	1	1	1	-3.8659793814433	0								3	Cherokee County, Georgia, United States	US	USGA		34.2668	-84.4499	1685718	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20161118230000	http://www.fox5atlanta.com/news/218423563-story
600476460	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								0	130	130	13	3	-4.4	2	1	2	-3.9906103286385	0								3	Florida State University, Florida, United States	US	USFL		30.4408	-84.2918	305682	3	Florida State University, Florida, United States	US	USFL		30.4408	-84.2918	305682	20161118230000	https://www.eurekalert.org/pub_releases/2016-11/fsu-fp5111816.php
600476461	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-4.16666666666667	0								3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	20161118230000	http://www.watertowndailytimes.com/national/trump-agrees-to-25-million-settlement-in-trump-university-fraud-cases-20161118
600476462	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-4.46735395189004	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20161118230000	http://www.aol.com/article/news/2016/11/18/exclusive-florida-inmate-arrested-at-prison-door-in-2004-cold-c/21609524/
600476463	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-9.6666666666667	0								3	Piedmont, Oklahoma, United States	US	USOK	OK017	35.642	-97.7464	1096622	3	Piedmont, Oklahoma, United States	US	USOK	OK017	35.642	-97.7464	1096622	20161118230000	http://kfor.com/2016/11/18/jury-deciding-fate-of-oklahoma-woman-accused-of-murdering-piedmont-teen/
600476464	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-9.6666666666667	0								3	Piedmont, Oklahoma, United States	US	USOK	OK017	35.642	-97.7464	1096622	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20161118230000	http://kfor.com/2016/11/18/jury-deciding-fate-of-oklahoma-woman-accused-of-murdering-piedmont-teen/
600476465	20161118	201611	2016	2016.8712											USA	PORTLAND	USA								1	190	190	19	4	-10.0	5	1	5	0	0								3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20161118230000	http://katu.com/news/local/oregon-zoo-polar-bear-tasul-dies-at-age-31
600476466	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-8.63309352517986	0								3	Monroe County, Mississippi, United States	US	USMS		33.9165	-88.4975	695771	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20161118230000	http://www.dailyprogress.com/monroe-county-inmate-found-dead-in-cell/article_dedb37d1-77f9-578a-ae43-1f3fcfb0a47d.html
600476467	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-5.47550432276657	0								3	Westchester County, New York, United States	US	USNY		41.1168	-73.7996	974157	3	Westchester County, New York, United States	US	USNY		41.1168	-73.7996	974157	20161118230000	http://westchester.news12.com/news/no-murder-charges-yet-in-elmsford-employee-death-1.12637607
600476468	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	6	-5.47550432276657	0								3	Westchester County, New York, United States	US	USNY		41.1168	-73.7996	974157	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20161118230000	http://westchester.news12.com/news/no-murder-charges-yet-in-elmsford-employee-death-1.12637607
600476469	20161118	201611	2016	2016.8712											USA	UNITED STATES	USA								0	193	193	19	4	-10.0	1	1	1	-8.27586206896552	0								3	Falcon Heights, Minnesota, United States	US	USMN		44.9916	-93.1663	643548	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20161118230000	https://www.yahoo.com/news/minnesota-officer-charged-fatal-shooting-black-motorist-appears-224354020.html
600476470	20161118	201611	2016	2016.8712											USAGOV	OBAMA	USA					GOV			1	041	041	04	1	1.0	4	1	4	-0.58139534883721	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20161118230000	http://crooksandliars.com/2016/11/cnn-commentator-reminds-us-all-we-live
600476471	20161118	201611	2016	2016.8712											USAGOV	OBAMA	USA					GOV			1	041	041	04	1	1.0	6	1	6	-0.58139534883721	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20161118230000	http://crooksandliars.com/2016/11/cnn-commentator-reminds-us-all-we-live
600476472	20161118	201611	2016	2016.8712											USAGOV	NASA	USA					GOV			1	043	043	04	1	2.8	5	1	5	-0.69444444444445	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20161118230000	http://www.10tv.com/article/bizarre-hexagon-saturn-shines-nasa-photo
600476473	20161118	201611	2016	2016.8712											USAJUD	FLORIDA	USA					JUD			1	013	013	01	1	0.4	6	1	6	-1.44628099173554	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20161118230000	https://www.yahoo.com/news/bobby-brown-intends-pursue-36-223601635.html
600476474	20161118	201611	2016	2016.8712											USAJUD	UNITED STATES	USA					JUD			1	043	043	04	1	2.8	2	1	2	-4.53686200378071	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20161118230000	http://www.briefingwire.com/pr/haffner-law-offers-client-oriented-legal-assistance-on-brain-injury
600476475	20161118	201611	2016	2016.8712											VNM	VIETNAM	VNM								0	043	043	04	1	2.8	2	1	2	2.73972602739726	0								4	Halong, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	4	Halong, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	20161118230000	http://www.travelpulse.com/news/tour-operators/how-to-savor-southeast-asia-on-a-tour.html
600476476	20161118	201611	2016	2016.8712											VNM	VIETNAM	VNM								1	057	057	05	1	8.0	5	1	5	2.73972602739726	0								4	Halong, Qu?ng Ninh, Vietnam, Republic Of	VM	VM30	74193	20.9511	107.08	-3715715	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20161118230000	http://www.travelpulse.com/news/tour-operators/how-to-savor-southeast-asia-on-a-tour.html
600476477	20161118	201611	2016	2016.8712											VNM	VIETNAM	VNM								1	057	057	05	1	8.0	1	1	1	2.73972602739726	0								4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20161118230000	http://www.travelpulse.com/news/tour-operators/how-to-savor-southeast-asia-on-a-tour.html
600476478	20161118	201611	2016	2016.8712											was	WASHOE			was						0	042	042	04	1	1.9	2	1	2	3.96158463385354	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20161118230000	http://www.nevadaappeal.com/news/obituaries/jack-john-pursel/
600476479	20161118	201611	2016	2016.8712	AFG	AFGHANISTAN	AFG								AFGREF	AFGHAN	AFG					REF			1	057	057	05	1	8.0	8	1	8	-4.45344129554656	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20161118230000	http://www.irishsun.com/index.php/sid/249490215
600476480	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR																		1	040	040	04	1	1.0	3	1	3	-1.97941409342835	1	Australia	AS	AS		-27	133	AS	0								1	Australia	AS	AS		-27	133	AS	20161118230000	http://www.malaysiasun.com/index.php/sid/249520261
600476481	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR																		0	041	041	04	1	1.0	6	1	6	-0.35818951481602	3	World Bank, District of Columbia, United States	US	USDC	DC001	38.899	-77.0422	2002658	0								3	World Bank, District of Columbia, United States	US	USDC		38.899	-77.0422	2002658	20161118230000	http://www.utahindependent.com/index.php/sid/249520259
600476482	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR																		0	041	041	04	1	1.0	6	1	6	-0.1280409731114	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20161118230000	http://www.irishsun.com/index.php/sid/249520259
600476483	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR																		1	084	084	08	2	7.0	4	1	4	-1.19617224880383	1	Pakistan	PK	PK		30	70	PK	0								1	Pakistan	PK	PK		30	70	PK	20161118230000	http://www.pakistantelegraph.com/index.php/sid/249519745
600476484	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								CHRPRO210	LUTHERAN				CHR	PRO				1	043	043	04	1	2.8	10	1	10	2.60869565217391	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20161118230000	http://journalstar.com/news/local/education/trinity-lutheran-students-fill-boxes-with-gifts-for-students-in/article_91f651fe-e83e-524c-a472-20a1e5516485.html
600476485	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								CVL	COMMUNITY						CVL			1	084	084	08	2	7.0	10	1	10	-6.87361419068736	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20161118230000	http://www.hcplive.com/medical-news/one-overlooked-factor-drives-african-americans-vulnerability-to-hiv
600476486	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								EDU	SCHOOL						EDU			1	051	051	05	1	3.4	7	1	7	-3.06122448979592	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20161118230000	http://www.carrollcountytimes.com/columnists/opinion/other_voices/ph-cc-mcgrew-other-voices-111916-20161118-story.html
600476487	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								ETH	ADDIS ABABA	ETH								1	040	040	04	1	1.0	7	1	7	-1.97941409342835	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	20161118230000	http://www.malaysiasun.com/index.php/sid/249520261
600476488	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	2.54237288135593	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	20161118230000	http://news.xinhuanet.com/english/2016-11/19/c_135841283.htm
600476489	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	2	1	2	2.54237288135593	1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	20161118230000	http://news.xinhuanet.com/english/2016-11/19/c_135841283.htm
600476490	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								IGOUNO	UNITED NATIONS		UNO				IGO			0	060	060	06	2	6.0	5	1	5	2.52707581227436	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20161118230000	http://nationalaccordnewspaper.com/2016/11/accurate-data-necessary-effective-planning-development-udoma/
600476491	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								IGOWAFBUSWAS	ECOWAS	WAF	WAS				IGO	BUS		0	073	073	07	2	7.4	5	1	5	-1.95439739413681	1	Gambia	GA	GA		13.4667	-16.5667	GA	1	Gambia	GA	GA		13.4667	-16.5667	GA	1	Gambia	GA	GA		13.4667	-16.5667	GA	20161118230000	http://www.africanews.com/2016/11/18/gambia-says-eu-cannot-observe-december-1-presidential-polls/
600476492	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								JUD	COUNSEL						JUD			1	046	046	04	1	7.0	1	1	1	1.39664804469273	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20161118230000	http://nationalaccordnewspaper.com/2016/11/ecobank-appoints-madibinet-cisse-company-secretarygroup-counsel/
600476493	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								JUD	COUNSEL						JUD			1	046	046	04	1	7.0	1	1	1	1.39664804469273	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20161118230000	http://nationalaccordnewspaper.com/2016/11/ecobank-appoints-madibinet-cisse-company-secretarygroup-counsel/
600476494	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								JUD	COUNSEL						JUD			1	046	046	04	1	7.0	6	1	6	1.39664804469273	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20161118230000	http://nationalaccordnewspaper.com/2016/11/ecobank-appoints-madibinet-cisse-company-secretarygroup-counsel/
600476495	20161118	201611	2016	2016.8712	AFR	AFRICA	AFR								USA	AMERICAN	USA								0	012	012	01	1	-0.4	1	1	1	-3.37690631808279	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20161118230000	https://www.yahoo.com/news/donald-trump-alarming-minorities-first-224152851.html
600476496	20161118	201611	2016	2016.8712	AGR	FARMER						AGR													1	172	172	17	4	-5.0	5	1	5	-3.93700787401575	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20161118230000	http://hawaiitribune-herald.com/news/local-news/court-sides-gmo-farmers-county-ban-remains-invalid
600476497	20161118	201611	2016	2016.8712	AGR	FARMER						AGR			NGOENV	RAINFOREST ALLIANCE						NGO	ENV		0	073	073	07	2	7.4	7	1	7	1.47679324894514	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20161118230000	https://www.globalcitizen.org/en/content/5-reasons-to-be-optimistic/
600476498	20161118	201611	2016	2016.8712	AGR	FARMER						AGR			NGOENV	RAINFOREST ALLIANCE						NGO	ENV		0	073	073	07	2	7.4	3	1	3	1.47679324894514	1	United States	US	US		38	-97	US	1	United States	US	US		38	-97	US	1	United States	US	US		38	-97	US	20161118230000	https://www.globalcitizen.org/en/content/5-reasons-to-be-optimistic/
600476499	20161118	201611	2016	2016.8712	ARE	DUBAI	ARE								USA	UNITED STATES	USA								1	057	057	05	1	8.0	2	1	2	-1.48883374689826	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	2	California, United States	US	USCA		36.17	-119.746	CA	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20161118230000	https://www.yahoo.com/news/hyperloop-one-settled-lawsuit-former-221342681.html
600476500	20161118	201611	2016	2016.8712	ARE	DUBAI	ARE								USA	UNITED STATES	USA								1	057	057	05	1	8.0	1	1	1	-1.48883374689826	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20161118230000	https://www.yahoo.com/news/hyperloop-one-settled-lawsuit-former-221342681.html
600476501	20161118	201611	2016	2016.8712	ARG	ARGENTINA	ARG								IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH		1	012	012	01	1	-0.4	1	1	1	-2.78293135435993	3	Northeastern University, Massachusetts, United States	US	USMA	MA025	42.3398	-71.0876	1971607	3	Northeastern University, Massachusetts, United States	US	USMA		42.3398	-71.0876	1971607	3	Northeastern University, Massachusetts, United States	US	USMA		42.3398	-71.0876	1971607	20161118230000	http://kanw.com/post/zika-no-longer-global-health-emergency-who-declares
600476502	20161118	201611	2016	2016.8712	ARG	ARGENTINA	ARG								IGOUNOHLHWHO	WORLD HEALTH ORGANIZATION		UNO				IGO	HLH		1	012	012	01	1	-0.4	1	1	1	-2.78293135435993	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20161118230000	http://kanw.com/post/zika-no-longer-global-health-emergency-who-declares
600476503	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS																		1	010	010	01	1	0.0	4	1	2	5.84518167456556	4	Flinders University, South Australia, Australia	AS	AS05	5296	-35.0284	138.572	11371887	0								4	Flinders University, South Australia, Australia	AS	AS05	5296	-35.0284	138.572	11371887	20161118230000	https://www.devex.com/news/how-does-volunteering-in-development-impact-your-career-89144
600476504	20161118	201611	2016	2016.8712	AUS	AUSTRALIAN	AUS																		1	020	020	02	1	3.0	2	1	2	-0.41152263374485	4	Nausori, Western, Fiji	FJ	FJ05	40205	-17.55	178.233	-1192349	0								4	Nausori, Western, Fiji	FJ	FJ05	40205	-17.55	178.233	-1192349	20161118230000	http://aviationtribune.com/airports-atc/nausori-airport-runway-cleared-b737-operations/
600476505	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS																		0	020	020	02	1	3.0	1	1	1	5.84518167456556	4	Crawford, Queensland, Australia	AS	AS04	154691	-26.5	151.817	-1567949	0								4	Crawford, Queensland, Australia	AS	AS04	154691	-26.5	151.817	-1567949	20161118230000	https://www.devex.com/news/how-does-volunteering-in-development-impact-your-career-89144
600476506	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS																		0	020	020	02	1	3.0	1	1	1	5.84518167456556	1	United States	US	US		38	-97	US	0								4	Crawford, Queensland, Australia	AS	AS04	154691	-26.5	151.817	-1567949	20161118230000	https://www.devex.com/news/how-does-volunteering-in-development-impact-your-career-89144
600476507	20161118	201611	2016	2016.8712	AUS	AUSTRALIAN	AUS																		1	120	120	12	3	-4.0	3	1	3	-0.41152263374485	4	Nausori, Western, Fiji	FJ	FJ05	40205	-17.55	178.233	-1192349	0								4	Nausori, Western, Fiji	FJ	FJ05	40205	-17.55	178.233	-1192349	20161118230000	http://aviationtribune.com/airports-atc/nausori-airport-runway-cleared-b737-operations/
600476508	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS																		0	120	120	12	3	-4.0	8	1	8	-0.90817356205852	4	Port Augusta, South Australia, Australia	AS	AS05	5301	-32.496	137.773	-1595850	0								4	Port Augusta, South Australia, Australia	AS	AS05	5301	-32.496	137.773	-1595850	20161118230000	http://railpage.com.au/news/s/what-now-for-old-king-coal
600476509	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS																		0	120	120	12	3	-4.0	2	1	2	-0.90817356205852	1	China	CH	CH		35	105	CH	0								4	Port Augusta, South Australia, Australia	AS	AS05	5301	-32.496	137.773	-1595850	20161118230000	http://railpage.com.au/news/s/what-now-for-old-king-coal
600476510	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS																		1	173	173	17	4	-5.0	2	1	2	-17.8571428571428	4	Parramatta, New South Wales, Australia	AS	AS02	5066	-33.8167	151	-1594034	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20161118230000	http://www.4ro.com.au/news/national-news/76219-officers-arm-broken-during-sydney-arrest
600476511	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS								AUSHLH	AUSTRALIA	AUS					HLH			1	090	090	09	2	-2.0	7	1	7	-13.0952380952381	4	Yeppoon, Queensland, Australia	AS	AS04	154688	-23.1268	150.744	-1611960	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Yeppoon, Queensland, Australia	AS	AS04	154688	-23.1268	150.744	-1611960	20161118230000	http://www.4ro.com.au/news/local-news/76212-how-did-yeppoon-grandmother-ann-parsons-die
600476512	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS								CVL	CITIZEN						CVL			0	0311	031	03	1	5.2	3	1	3	-0.74294205052006	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	20161118230000	https://emagazine.com/overseas-mutual/
600476513	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS								CVL	CITIZEN						CVL			0	0311	031	03	1	5.2	2	1	2	-0.74294205052006	1	Netherlands	NL	NL		52.5	5.75	NL	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	20161118230000	https://emagazine.com/overseas-mutual/
600476514	20161118	201611	2016	2016.8712	AUS	VICTORIA	AUS								ESP	MADRID	ESP								1	190	190	19	4	-10.0	3	1	3	5.30785562632697	4	Victoria Falls, Matabeleland North, Zimbabwe	ZI	ZI06	6323	-17.9235	25.843	-2323247	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20161118230000	http://www.chronicle.co.zw/china-grateful-for-mutual-cooperation-with-zim/
600476515	20161118	201611	2016	2016.8712	AUS	VICTORIA	AUS								GOV	MINISTRY						GOV			1	020	020	02	1	3.0	2	1	2	3.7828947368421	4	Warren Park, Harare, Zimbabwe	ZI	ZI10	40197	-17.8303	30.9822	-2323446	4	Warren Park, Harare, Zimbabwe	ZI	ZI10	40197	-17.8303	30.9822	-2323446	4	Warren Park, Harare, Zimbabwe	ZI	ZI10	40197	-17.8303	30.9822	-2323446	20161118230000	http://www.thezimbabwedaily.com/top-stories/93631-govt-restructures-caaz-president.html
600476516	20161118	201611	2016	2016.8712	AUS	AUSTRALIA	AUS								USAGOV	US OFFICIAL	USA					GOV			1	043	043	04	1	2.8	10	1	10	-5.49450549450549	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	20161118230000	http://www.sbs.com.au/news/article/2016/11/19/us-officials-arrive-australia-refugee-deal
600476517	20161118	201611	2016	2016.8712	AUSHLH	BRISBANE	AUS					HLH													1	090	090	09	2	-2.0	3	1	3	-13.0952380952381	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Yeppoon, Queensland, Australia	AS	AS04	154688	-23.1268	150.744	-1611960	20161118230000	http://www.4ro.com.au/news/local-news/76212-how-did-yeppoon-grandmother-ann-parsons-die
600476518	20161118	201611	2016	2016.8712	AUT	AUSTRIA	AUT								MOS	MUSLIM				MOS					1	071	071	07	2	7.4	10	1	10	-3.22033898305085	4	Salzburg, Salzburg, Austria	AU	AU05	5638	47.8	13.0333	-1989985	4	Salzburg, Salzburg, Austria	AU	AU05	5638	47.8	13.0333	-1989985	4	Salzburg, Salzburg, Austria	AU	AU05	5638	47.8	13.0333	-1989985	20161118230000	http://news.az/articles/world/116055
