410481639	20150219034500	20150219034500	1	shippingtribune.com	http://www.shippingtribune.com/saudi-arabias-oil-exports-fell-in-2014-in-tough-year/	10	-1	2404	2409	0	20	4130	-3.63372093023255		
410481640	20150219034500	20150219034500	1	shippingtribune.com	http://www.shippingtribune.com/saudi-arabias-oil-exports-fell-in-2014-in-tough-year/	10	-1	2404	2409	1	80	4130	-3.63372093023255		
410481641	20150219034500	20150219034500	1	triblive.com	http://triblive.com/neighborhoods/yourplum/yourplummore/7758213-74/parade-hrivnak-plum	2	-1	306	264	1	100	4840	0.63291139240506		
410481642	20150219034500	20150219034500	1	trinidadexpress.com	http://www.trinidadexpress.com/news/Top-cop-We-believe-we-see-the-light-at-the-end-of-the-tunnel-292532381.html	2	-1	535	559	0	40	1775	-0.94637223974763		
410431581	20150219001500	20150219034500	1	startupsmart.com.au	http://www.startupsmart.com.au/technology/social-media/popular-friends-on-social-media-can-help-save-you-from-disasters/2015021914177.html	10	-1	2999	2943	1	60	7968	1.16009280742459		
410481643	20150219034500	20150219034500	1	smh.com.au	http://www.smh.com.au/comment/metro-rail--keep-the-plans-on-track-this-time-20150219-13i0h3.html	11	4589	-1	4623	0	20	7420	-1.84590690208667		
410481643	20150219034500	20150219034500	1	brisbanetimes.com.au	http://www.brisbanetimes.com.au/comment/metro-rail--keep-the-plans-on-track-this-time-20150219-13i0h3.html	11	4580	-1	4614	0	20	7420	-1.84887459807073		
410481644	20150219034500	20150219034500	1	smh.com.au	http://www.smh.com.au/comment/metro-rail--keep-the-plans-on-track-this-time-20150219-13i0h3.html	11	4589	-1	4615	0	20	7420	-1.84590690208667		
410481644	20150219034500	20150219034500	1	brisbanetimes.com.au	http://www.brisbanetimes.com.au/comment/metro-rail--keep-the-plans-on-track-this-time-20150219-13i0h3.html	11	4580	-1	4606	0	20	7420	-1.84887459807073		
410481645	20150219034500	20150219034500	1	thenews.com.pk	http://www.thenews.com.pk/Todays-News-3-302441-RBS-launches-fingerprint-technology	1	688	-1	560	1	100	1490	0		
410468348	20150219023000	20150219034500	1	bignewsnetwork.com	http://www.bignewsnetwork.com/index.php/sid/230385445	7	2016	-1	2026	0	60	2878	-5.06329113924051		
410481646	20150219034500	20150219034500	1	southernhighlandnews.com.au	http://www.southernhighlandnews.com.au/story/2891867/students-being-tricked-into-taking-out-expensive-loans-for-courses/?cs=4159	1	259	-1	194	1	100	3608	-1.8363939899833		
410481647	20150219034500	20150219034500	1	theglobeandmail.com	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/	11	1956	-1	2016	1	60	2998	-2.57936507936508		
410481648	20150219034500	20150219034500	1	theglobeandmail.com	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/	11	1781	1945	2033	0	10	2998	-2.57936507936508		
410481649	20150219034500	20150219034500	1	theglobeandmail.com	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/	11	1798	1962	2083	0	10	2998	-2.57936507936508		
410481650	20150219034500	20150219034500	1	theglobeandmail.com	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/	11	1781	1925	1888	0	10	2998	-2.57936507936508		
410481651	20150219034500	20150219034500	1	theglobeandmail.com	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/	11	1808	1914	1879	1	70	2998	-2.57936507936508		
410481652	20150219034500	20150219034500	1	wsj.com	http://blogs.wsj.com/chinarealtime/2015/02/19/japan-tries-to-persuade-chinese-tourists-to-go-off-the-beaten-path/	11	3409	3264	3326	1	80	3725	1.92926045016077		
410481653	20150219034500	20150219034500	1	shippingtribune.com	http://www.shippingtribune.com/saudi-arabias-oil-exports-fell-in-2014-in-tough-year/	10	2404	-1	2409	1	70	4130	-3.63372093023255		
410481654	20150219034500	20150219034500	1	shippingtribune.com	http://www.shippingtribune.com/saudi-arabias-oil-exports-fell-in-2014-in-tough-year/	10	2404	-1	2409	1	30	4130	-3.63372093023255		
410481655	20150219034500	20150219034500	1	wsj.com	http://blogs.wsj.com/chinarealtime/2015/02/19/japan-tries-to-persuade-chinese-tourists-to-go-off-the-beaten-path/	11	3264	3409	3326	1	80	3725	1.92926045016077		
410481656	20150219034500	20150219034500	1	washingtontimes.com	http://www.washingtontimes.com/news/2015/feb/18/ernest-istook-another-obama-agency-wants-to-police/	7	1988	-1	1869	1	100	3955	-2.65210608424337		
410479407	20150219033000	20150219034500	1	theage.com.au	http://www.theage.com.au/act-news/victim-of-spurned-eharmony-lover-still-gripped-by-fear-after-gun-threat-20150219-13j8yv.html	5	941	-1	897	1	100	2508	-6.30630630630635		
410479407	20150219033000	20150219034500	1	brisbanetimes.com.au	http://www.brisbanetimes.com.au/act-news/victim-of-spurned-eharmony-lover-still-gripped-by-fear-after-gun-threat-20150219-13j8yv.html	5	941	-1	897	1	100	2508	-6.30630630630635		
410479407	20150219033000	20150219034500	1	smh.com.au	http://www.smh.com.au/act-news/victim-of-spurned-eharmony-lover-still-gripped-by-fear-after-gun-threat-20150219-13j8yv.html	5	941	-1	897	1	100	2508	-6.30630630630635		
