410481639	20140219	201402	2014	2014.1342											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	043	043	04	1	2.8	2	1	2	-3.63372093023255	0								4	Yanbu, Al Madinah, Saudi Arabia	SA	SA05	25311	24.0891	38.0637	-3101071	4	Yanbu, Al Madinah, Saudi Arabia	SA	SA05	25311	24.0891	38.0637	-3101071	20150219034500	http://www.shippingtribune.com/saudi-arabias-oil-exports-fell-in-2014-in-tough-year/
410481640	20140219	201402	2014	2014.1342											IGOBUSOPC	OPEC		OPC				IGO	BUS		0	043	043	04	1	2.8	8	1	8	-3.63372093023255	0								1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20150219034500	http://www.shippingtribune.com/saudi-arabias-oil-exports-fell-in-2014-in-tough-year/
410481641	20140219	201402	2014	2014.1342											MIL	MILITARY						MIL			1	046	046	04	1	7.0	10	1	10	0.63291139240506	0								0								0								20150219034500	http://triblive.com/neighborhoods/yourplum/yourplummore/7758213-74/parade-hrivnak-plum
410481642	20140219	201402	2014	2014.1342											TTO	TRINIDAD AND TOBAGO	TTO								1	193	193	19	4	-10.0	4	1	4	-0.94637223974763	0								4	Woodbrook, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.6628	-61.5231	-1360979	4	Woodbrook, Port-of-Spain, Trinidad And Tobago	TD	TD05	27418	10.6628	-61.5231	-1360979	20150219034500	http://www.trinidadexpress.com/news/Top-cop-We-believe-we-see-the-light-at-the-end-of-the-tunnel-292532381.html
410481643	20140219	201402	2014	2014.1342	AUS	AUSTRALIA	AUS																		0	010	010	01	1	0.0	4	2	4	-1.8473907500787	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20150219034500	http://www.brisbanetimes.com.au/comment/metro-rail--keep-the-plans-on-track-this-time-20150219-13i0h3.html
410481644	20140219	201402	2014	2014.1342	AUS	AUSTRALIA	AUS																		0	084	084	08	2	7.0	4	2	4	-1.8473907500787	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20150219034500	http://www.brisbanetimes.com.au/comment/metro-rail--keep-the-plans-on-track-this-time-20150219-13i0h3.html
410481645	20140219	201402	2014	2014.1342	BUS	BANK						BUS													1	0311	031	03	1	5.2	10	1	10	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20150219034500	http://www.thenews.com.pk/Todays-News-3-302441-RBS-launches-fingerprint-technology
410481646	20140219	201402	2014	2014.1342	EDU	COLLEGE						EDU													1	114	114	11	3	-2.0	10	1	10	-1.8363939899833	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20150219034500	http://www.southernhighlandnews.com.au/story/2891867/students-being-tricked-into-taking-out-expensive-loans-for-courses/?cs=4159
410481647	20140219	201402	2014	2014.1342	EGY	EGYPTIAN	EGY																		0	111	111	11	3	-2.0	6	1	6	-2.57936507936508	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20150219034500	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/
410481648	20140219	201402	2014	2014.1342	EGY	EGYPT	EGY								AUS	AUSTRALIA	AUS								0	111	111	11	3	-2.0	1	1	1	-2.57936507936508	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20150219034500	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/
410481649	20140219	201402	2014	2014.1342	EGY	EGYPT	EGY								AUS	AUSTRALIA	AUS								0	111	111	11	3	-2.0	1	1	1	-2.57936507936508	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Australia	AS	AS		-27	133	AS	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20150219034500	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/
410481650	20140219	201402	2014	2014.1342	EGY	EGYPT	EGY								AUS	AUSTRALIAN	AUS								0	173	173	17	4	-5.0	1	1	1	-2.57936507936508	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20150219034500	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/
410481651	20140219	201402	2014	2014.1342	EGY	CAIRO	EGY								AUS	AUSTRALIAN	AUS								0	173	173	17	4	-5.0	7	1	7	-2.57936507936508	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Australia	AS	AS		-27	133	AS	1	Australia	AS	AS		-27	133	AS	20150219034500	http://www.theglobeandmail.com/news/national/canadian-officials-plead-fahmy-case-in-cairo-and-ottawa/article23068148/
410481652	20140219	201402	2014	2014.1342	GOV	CONSULATE						GOV			JPN	JAPAN	JPN								0	043	043	04	1	2.8	8	1	8	1.92926045016077	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Kyushu, Japan (general), Japan	JA	JA00	34921	33	131	-235436	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20150219034500	http://blogs.wsj.com/chinarealtime/2015/02/19/japan-tries-to-persuade-chinese-tourists-to-go-off-the-beaten-path/
