410479387	20140219	201402	2014	2014.1342											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	4	1	4	2.19435736677116	0								4	Mildura, Victoria, Australia	AS	AS07	5398	-34.1855	142.163	-1587552	4	Mildura, Victoria, Australia	AS	AS07	5398	-34.1855	142.163	-1587552	20150219033000	http://www.tonedeaf.com.au/436375/triple-j-reveal-one-night-stand-will-not-return-2015.htm
410479388	20140219	201402	2014	2014.1342											BUS	COMPANY						BUS			0	042	042	04	1	1.9	6	1	6	-2.57116620752984	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20150219033000	http://www.wacotrib.com/news/nonprofits/orange-jumpsuit-experiment-sparks-campaign-for-ex-offenders/article_fa0b8e2d-dadf-59e7-ba94-64b4b85ec1b7.html
410479389	20140219	201402	2014	2014.1342											COP	PRISON						COP			0	042	042	04	1	1.9	6	1	6	-6.8205666316894	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20150219033000	http://www.theguardian.com/world/2015/feb/19/indonesia-urged-not-to-execute-brazilian-rodrigo-gularte-who-has-been-diagnosed-as-mentally-ill
410479390	20140219	201402	2014	2014.1342	AUS	AUSTRALIA	AUS																		1	042	042	04	1	1.9	4	1	4	2.19435736677116	4	Mildura, Victoria, Australia	AS	AS07	5398	-34.1855	142.163	-1587552	0								4	Mildura, Victoria, Australia	AS	AS07	5398	-34.1855	142.163	-1587552	20150219033000	http://www.tonedeaf.com.au/436375/triple-j-reveal-one-night-stand-will-not-return-2015.htm
410479391	20140219	201402	2014	2014.1342	BRA	BRAZIL	BRA																		0	020	020	02	1	3.0	2	1	2	-6.8205666316894	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20150219033000	http://www.theguardian.com/world/2015/feb/19/indonesia-urged-not-to-execute-brazilian-rodrigo-gularte-who-has-been-diagnosed-as-mentally-ill
410479392	20140219	201402	2014	2014.1342	BRA	BRAZIL	BRA								COP	PRISON						COP			0	042	042	04	1	1.9	4	1	4	-6.8205666316894	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20150219033000	http://www.theguardian.com/world/2015/feb/19/indonesia-urged-not-to-execute-brazilian-rodrigo-gularte-who-has-been-diagnosed-as-mentally-ill
410479393	20140219	201402	2014	2014.1342	BUS	COMPANY						BUS													0	043	043	04	1	2.8	6	1	6	-2.57116620752984	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20150219033000	http://www.wacotrib.com/news/nonprofits/orange-jumpsuit-experiment-sparks-campaign-for-ex-offenders/article_fa0b8e2d-dadf-59e7-ba94-64b4b85ec1b7.html
410479394	20140219	201402	2014	2014.1342	BUS	COMPANY						BUS			ITA	ITALY	ITA								0	043	043	04	1	2.8	4	1	4	-2.57116620752984	1	Italy	IT	IT		42.8333	12.8333	IT	1	Italy	IT	IT		42.8333	12.8333	IT	1	Italy	IT	IT		42.8333	12.8333	IT	20150219033000	http://www.wacotrib.com/news/nonprofits/orange-jumpsuit-experiment-sparks-campaign-for-ex-offenders/article_fa0b8e2d-dadf-59e7-ba94-64b4b85ec1b7.html
410479395	20140219	201402	2014	2014.1342	COP	PRISON						COP													0	043	043	04	1	2.8	6	1	6	-6.8205666316894	1	Brazil	BR	BR		-10	-55	BR	0								1	Brazil	BR	BR		-10	-55	BR	20150219033000	http://www.theguardian.com/world/2015/feb/19/indonesia-urged-not-to-execute-brazilian-rodrigo-gularte-who-has-been-diagnosed-as-mentally-ill
410479396	20140219	201402	2014	2014.1342	COP	PRISON						COP			BRA	BRAZIL	BRA								0	043	043	04	1	2.8	4	1	4	-6.8205666316894	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20150219033000	http://www.theguardian.com/world/2015/feb/19/indonesia-urged-not-to-execute-brazilian-rodrigo-gularte-who-has-been-diagnosed-as-mentally-ill
