503439376	20150118	201501	2015	2015.0493											IGOEUREEC	THE EU	EUR	EEC				IGO			0	040	040	04	1	1.0	10	1	10	0	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20160118230000	http://economictimes.indiatimes.com/news/economy/policy/india-and-european-union-hope-to-restart-fta-talks-eu-envoy-tomaz-kozlowski/articleshow/50632023.cms
503439377	20150118	201501	2015	2015.0493	BUS	COMPANIES						BUS													0	114	114	11	3	-2.0	8	1	8	-0.90634441087613	4	Eldorado, Saskatchewan, Canada	CA	CA11	12810	59.55	-108.5	-564133	0								4	Eldorado, Saskatchewan, Canada	CA	CA11	12810	59.55	-108.5	-564133	20160118230000	http://www.businesstimes.com.sg:80/energy-commodities/battered-gold-miners-mount-charm-offensive-to-sell-executive-pay
503439378	20150118	201501	2015	2015.0493	COP	PRISON						COP													1	025	025	02	1	-0.3	10	1	10	-6.55737704918033	0								0								0								20160118230000	http://www.limerickpost.ie/2016/01/18/man-tells-gardai-he-will-do-a-conor-mcgregor-on-them/
503439379	20150118	201501	2015	2015.0493	CRM	ROBBER						CRM			NGA	KANO	NGA								1	180	180	18	4	-9.0	10	1	10	0	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20160118230000	http://tenplay.com.au/news/2016/01/19/nigerian-champions-robbed-on-way-to-tournament
503439380	20150118	201501	2015	2015.0493	CVL	VILLAGE						CVL													0	051	051	05	1	3.4	8	1	8	-0.48975957257346	4	Kandhara, Orissa, India	IN	IN21	17813	21.05	85.55	-2099417	0								4	Kandhara, Orissa, India	IN	IN21	17813	21.05	85.55	-2099417	20160118230000	http://microgridknowledge.com/in-rural-india-solar-microgrids-show-mixed-success/
503439381	20150118	201501	2015	2015.0493	GOV	CHANCELLOR						GOV			OPP	ACTIVIST						OPP			1	114	114	11	3	-2.0	5	1	5	-4	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20160118230000	http://deccanchronicle.com/current-affairs/190116/cops-book-bandaru-dattatreya-for-rohith-s-suicide.html
503439382	20150118	201501	2015	2015.0493	GOV	CHANCELLOR						GOV			OPP	ACTIVIST						OPP			1	125	125	12	3	-5.0	5	1	5	-4	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20160118230000	http://deccanchronicle.com/current-affairs/190116/cops-book-bandaru-dattatreya-for-rohith-s-suicide.html
503439383	20150118	201501	2015	2015.0493	GOVLAB	LABOR MINIST						GOV	LAB		FRA	FRENCH	FRA								0	013	013	01	1	0.4	1	1	1	-5.27363184079602	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	20160118230000	http://instantnewstoday.com/index.php/2016/01/18/hollande-aims-2-billion-euro-plan-at-frances-high-unemployment/
503439384	20150118	201501	2015	2015.0493	GOVLAB	LABOR MINIST						GOV	LAB		FRAMED	FRENCH	FRA					MED			0	013	013	01	1	0.4	3	1	3	-5.27363184079602	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	4	Paris, RhôAlpes, France	FR	FRB9	16333	45.6333	5.73333	-1445327	20160118230000	http://instantnewstoday.com/index.php/2016/01/18/hollande-aims-2-billion-euro-plan-at-frances-high-unemployment/
503439385	20150118	201501	2015	2015.0493	JUD	COUNSELOR						JUD													1	013	013	01	1	0.4	10	1	10	-3.01507537688442	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20160118230000	http://www.theforecaster.net/maine-firefighters-on-target-at-burn-survivors-camp/
