486216095	20141118	201411	2014	2014.8712											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-1.29870129870129	0								4	Hazelmere Dam, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.5878	31.039	-1236304	4	Hazelmere Dam, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.5878	31.039	-1236304	20151118230000	http://www.timeslive.co.za/thetimes/2015/11/19/KZN-hung-out-to-dry
486216096	20141118	201411	2014	2014.8712											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-1.29870129870129	0								4	Hazelmere Dam, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.5878	31.039	-1236304	4	Umgeni, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8088	31.0226	-1294227	20151118230000	http://www.timeslive.co.za/thetimes/2015/11/19/KZN-hung-out-to-dry
486216097	20141118	201411	2014	2014.8712											EDU	STUDENT						EDU			0	043	043	04	1	2.8	4	1	4	0.541516245487365	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20151118230000	http://www.educationnews.org/higher-education/led-by-india-number-of-international-us-students-grows/
486216098	20141118	201411	2014	2014.8712											EDU	STUDENT						EDU			0	043	043	04	1	2.8	4	1	4	0.541516245487365	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	1	United Kingdom	UK	UK		54	-2	UK	20151118230000	http://www.educationnews.org/higher-education/led-by-india-number-of-international-us-students-grows/
486216099	20141118	201411	2014	2014.8712											EDU	STUDENT						EDU			0	043	043	04	1	2.8	2	1	2	0.541516245487365	0								1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	20151118230000	http://www.educationnews.org/higher-education/led-by-india-number-of-international-us-students-grows/
486216100	20141118	201411	2014	2014.8712											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	10	1	10	-2.3733162283515	0								4	Hazara, Balkh, Afghanistan	AF	AF30	100023	36.1718	67.402	-3377249	4	Hazara, Balkh, Afghanistan	AF	AF30	100023	36.1718	67.402	-3377249	20151118230000	http://asiafoundation.org/in-asia/2015/11/18/looking-ahead-in-afghanistan-a-conversation-with-political-economist-timor-sharan/
486216101	20141118	201411	2014	2014.8712											PHL	PHILIPPINE	PHL								1	042	042	04	1	1.9	10	1	10	6.88405797101449	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20151118230000	http://artsbeat.blogs.nytimes.com/2015/11/18/lea-salonga-to-star-in-fun-home-in-the-philippines/
486216102	20141118	201411	2014	2014.8712											PRK	NORTH KOREA	PRK								0	036	036	03	1	4.0	10	1	10	-2.02578268876612	0								4	Kaesong, Kaesong-si, North Korea	KN	KN08	24980	37.9708	126.554	-176879	4	Kaesong, Kaesong-si, North Korea	KN	KN08	24980	37.9708	126.554	-176879	20151118230000	http://www.valuewalk.com/2015/11/un-ban-north-korea-visit/
486216103	20141118	201411	2014	2014.8712											USA	SALT LAKE CITY	USA								1	036	036	03	1	4.0	10	1	10	1.99115044247787	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20151118230000	http://fox13now.com/2015/11/18/utah-state-legislature-to-consider-two-medical-marijuana-bills/
486216104	20141118	201411	2014	2014.8712											USA	SEATTLE	USA								1	192	192	19	4	-9.5	10	1	10	0.85959885386819	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20151118230000	http://www.sfgate.com/business/article/Private-social-network-Townsquared-aims-to-link-6641849.php
