590314699	20151019	201510	2015	2015.7918											LAB	EMPLOYEE						LAB			0	172	172	17	4	-5.0	10	1	10	-1.24740124740125	0								4	Jiang Ling, Sichuan, China	CH	CH32	13003	30.9401	106.239	10326576	1	Australia	AS	AS		-27	133	AS	20161018230000	http://www.afr.com/news/julie-bishop-warns-crown-staff-face-37-days-without-charge-20161018-gs5dt9
590314700	20151019	201510	2015	2015.7918											LAB	EMPLOYEE						LAB			0	173	173	17	4	-5.0	10	1	10	-1.24740124740125	0								4	Jiang Ling, Sichuan, China	CH	CH32	13003	30.9401	106.239	10326576	4	Jiang Ling, Sichuan, China	CH	CH32	13003	30.9401	106.239	10326576	20161018230000	http://www.afr.com/news/julie-bishop-warns-crown-staff-face-37-days-without-charge-20161018-gs5dt9
590314701	20151019	201510	2015	2015.7918	AUS	ADELAIDE	AUS																		0	080	080	08	2	5.0	2	1	2	1.06837606837606	4	Carlton, Tasmania, Australia	AS	AS06	5350	-42.8667	147.683	-1564342	0								4	Carlton, Tasmania, Australia	AS	AS06	5350	-42.8667	147.683	-1564342	20161018230000	http://www.brisbanetimes.com.au/afl/afl-news/afl-trade-period-2016-live-coverage-day-eight-20161018-gs5dk8.html
590314702	20151019	201510	2015	2015.7918	BUS	COMPANY						BUS													1	010	010	01	1	0.0	10	1	10	1.50214592274678	3	Colorado Springs, Colorado, United States	US	USCO	CO041	38.8339	-104.821	204797	0								3	Colorado Springs, Colorado, United States	US	USCO		38.8339	-104.821	204797	20161018230000	http://gazette.com/vectrus-lays-off-64-from-headquarters/article/1588088
590314703	20151019	201510	2015	2015.7918	CHRLDS	MORMON				CHR	LDS				MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	4	1	4	-2.42774566473988	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20161018230000	http://religionnews.com/2016/10/18/the-conservative-savior-many-mormons-hope-will-crush-donald-trump/
590314704	20151019	201510	2015	2015.7918	CHRLDS	MORMON				CHR	LDS				MOS	MUSLIM				MOS					0	172	172	17	4	-5.0	6	1	6	-2.42774566473988	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20161018230000	http://religionnews.com/2016/10/18/the-conservative-savior-many-mormons-hope-will-crush-donald-trump/
590314705	20151019	201510	2015	2015.7918	CHRLDS	MORMON				CHR	LDS				REF	REFUGEE						REF			0	172	172	17	4	-5.0	2	1	2	-2.42774566473988	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20161018230000	http://religionnews.com/2016/10/18/the-conservative-savior-many-mormons-hope-will-crush-donald-trump/
590314706	20151019	201510	2015	2015.7918	CHRLDS	MORMON				CHR	LDS				REF	REFUGEE						REF			0	172	172	17	4	-5.0	2	1	2	-2.42774566473988	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Utah, United States	US	USUT		40.1135	-111.854	UT	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20161018230000	http://religionnews.com/2016/10/18/the-conservative-savior-many-mormons-hope-will-crush-donald-trump/
590314707	20151019	201510	2015	2015.7918	CHRLDS	MORMON				CHR	LDS				REF	REFUGEE						REF			0	172	172	17	4	-5.0	6	1	6	-2.42774566473988	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20161018230000	http://religionnews.com/2016/10/18/the-conservative-savior-many-mormons-hope-will-crush-donald-trump/
590314708	20151019	201510	2015	2015.7918	IGOUNO	UNITED NATIONS		UNO				IGO			FRA	PARIS	FRA								1	044	044	04	1	2.5	2	1	2	-1.73357664233576	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Lake Ontario, Canada (general), Canada	CA	CA00		43.6667	-78	-570661	20161018230000	http://rabble.ca/blogs/bloggers/views-expressed/2016/10/one-year-after-election-trudeaus-climate-mettle-no-better-har
