426538837	20140418	201404	2014	2014.2959	COP	POLICE						COP													1	180	180	18	4	-9.0	10	1	10	-9.375	0								0								0								20150418230000	http://www.mirror.co.uk/news/uk-news/ukip-councillor-arrested-held-over-5546570
426538838	20140418	201404	2014	2014.2959	GOV	ADMINISTRATION						GOV			LABLAB	EMPLOYEE						LAB	LAB		0	050	050	05	1	3.5	5	1	5	0.95351609058402	3	Colstrip, Montana, United States	US	USMT	MT087	45.8842	-106.624	770042	3	Colstrip, Montana, United States	US	USMT	MT087	45.8842	-106.624	770042	3	Colstrip, Montana, United States	US	USMT	MT087	45.8842	-106.624	770042	20150418230000	http://billingsgazette.com/news/government-and-politics/some-major-issues-near-resolutions-in-montana-legislature/article_b93e699d-e41f-5022-8635-f3735b400bfe.html
426538839	20140418	201404	2014	2014.2959	LABLAB	EMPLOYEE						LAB	LAB		GOV	ADMINISTRATION						GOV			0	050	050	05	1	3.5	5	1	5	0.95351609058402	3	Colstrip, Montana, United States	US	USMT	MT087	45.8842	-106.624	770042	3	Colstrip, Montana, United States	US	USMT	MT087	45.8842	-106.624	770042	3	Colstrip, Montana, United States	US	USMT	MT087	45.8842	-106.624	770042	20150418230000	http://billingsgazette.com/news/government-and-politics/some-major-issues-near-resolutions-in-montana-legislature/article_b93e699d-e41f-5022-8635-f3735b400bfe.html
426538840	20140418	201404	2014	2014.2959	USA	FLORIDA	USA																		1	030	030	03	1	4.0	8	1	8	-1.68453292496172	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20150418230000	http://staugustine.com/opinions/2015-04-18/editorial-tallahassee-lawmaker-divided-lip-service-l
426538841	20140418	201404	2014	2014.2959	USA	PORTLAND	USA																		1	112	112	11	3	-2.0	6	1	6	-4.39024390243903	3	Silver Falls, Oregon, United States	US	USOR	OR011	43.4884	-123.935	1126968	0								3	Silver Falls, Oregon, United States	US	USOR		43.4884	-123.935	1126968	20150418230000	http://www.katu.com/news/local/State-calls-parents-of-boy-who-fell-at-Silver-Falls-State-Park-negligent-in-counter-lawsuit-300432071.html
426538842	20140418	201404	2014	2014.2959	USA	PORTLAND	USA																		1	112	112	11	3	-2.0	4	1	4	-4.39024390243903	3	Marion County, Oregon, United States	US	USOR	OR047	44.8665	-122.651	1135859	0								3	Marion County, Oregon, United States	US	USOR		44.8665	-122.651	1135859	20150418230000	http://www.katu.com/news/local/State-calls-parents-of-boy-who-fell-at-Silver-Falls-State-Park-negligent-in-counter-lawsuit-300432071.html
426538843	20140418	201404	2014	2014.2959	USA	AMERICAN	USA								GOV	AMBASSADOR						GOV			0	014	014	01	1	0.0	7	1	7	-0.56603773584906	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	20150418230000	http://news.yahoo.com/activists-deliver-white-house-1-million-signatures-calling-165048976.html
426538844	20140418	201404	2014	2014.2959	USA	AMERICAN	USA								GOV	AMBASSADOR						GOV			0	014	014	01	1	0.0	1	1	1	-0.56603773584906	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20150418230000	http://news.yahoo.com/activists-deliver-white-house-1-million-signatures-calling-165048976.html
426538845	20140418	201404	2014	2014.2959	USA	AMERICAN	USA								JPN	JAPAN	JPN								0	020	020	02	1	3.0	3	1	3	-0.56603773584906	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	20150418230000	http://news.yahoo.com/activists-deliver-white-house-1-million-signatures-calling-165048976.html
426538846	20140418	201404	2014	2014.2959	USA	AMERICAN	USA								JPN	JAPAN	JPN								0	020	020	02	1	3.0	4	1	4	-0.56603773584906	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	4	Taiji, Wakayama, Japan	JA	JA43	36544	33.5833	135.95	-244748	20150418230000	http://news.yahoo.com/activists-deliver-white-house-1-million-signatures-calling-165048976.html
426538847	20140418	201404	2014	2014.2959	USA	AMERICAN	USA								JPN	JAPAN	JPN								0	020	020	02	1	3.0	1	1	1	-0.56603773584906	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20150418230000	http://news.yahoo.com/activists-deliver-white-house-1-million-signatures-calling-165048976.html
426538848	20150319	201503	2015	2015.2164	MOS	ISLAMIC				MOS					LEG	SENATOR						LEG			1	013	013	01	1	0.4	3	1	3	-3.14465408805032	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20150418230000	http://www.newsmax.com/Newsfront/ted-cruz-loretta-lynch-no/2015/04/18/id/639368/
426538849	20150319	201503	2015	2015.2164	MOS	ISLAMIC				MOS					LEG	SENATOR						LEG			1	051	051	05	1	3.4	3	1	3	-3.14465408805032	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Hampshire, New York, United States	US	USNY	NY101	42.1634	-77.5242	972587	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20150418230000	http://www.newsmax.com/Newsfront/ted-cruz-loretta-lynch-no/2015/04/18/id/639368/
426538850	20150319	201503	2015	2015.2164	NGA	NIGERIAN	NGA								RAD	EXTREMIST						RAD			0	0311	031	03	1	5.2	4	1	4	-3.7122969837587	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20150418230000	http://www.timeslive.co.za/africa/2014/10/08/nigeria-threatens-south-africa-with-retaliation-over-frozen-arms-deal
