628971796	20160219	201602	2016	2016.1342	BUS	TOP EXECUTIVE						BUS													0	010	010	01	1	0.0	6	1	6	0.38374717832957	3	World Bank, District of Columbia, United States	US	USDC	DC001	38.899	-77.0422	2002658	0								3	World Bank, District of Columbia, United States	US	USDC		38.899	-77.0422	2002658	20170218230000	http://www.nextbigfuture.com/search?updated-max=2017-02-16T16:36:00-08:00&max-results=13
628971797	20160219	201602	2016	2016.1342	EDU	STUDENT						EDU			JOR	JORDAN	JOR								1	040	040	04	1	1.0	8	1	8	-0.5586592178771	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20170218230000	http://fox13now.com/2017/02/18/utah-asks-judge-to-halt-litigation-over-homosexuality-in-schools-to-buy-legislature-time-to-repeal-law/
628971798	20160219	201602	2016	2016.1342	EDU	STUDENT						EDU			JOR	JORDAN	JOR								1	040	040	04	1	1.0	2	1	2	-0.5586592178771	1	Jordan	JO	JO		31	36	JO	2	Utah, United States	US	USUT		40.1135	-111.854	UT	1	Jordan	JO	JO		31	36	JO	20170218230000	http://fox13now.com/2017/02/18/utah-asks-judge-to-halt-litigation-over-homosexuality-in-schools-to-buy-legislature-time-to-repeal-law/
628971799	20160219	201602	2016	2016.1342	EDU	STUDENT						EDU			USA	UTAH	USA								1	040	040	04	1	1.0	10	1	10	-0.5586592178771	1	Jordan	JO	JO		31	36	JO	2	Utah, United States	US	USUT		40.1135	-111.854	UT	1	Jordan	JO	JO		31	36	JO	20170218230000	http://fox13now.com/2017/02/18/utah-asks-judge-to-halt-litigation-over-homosexuality-in-schools-to-buy-legislature-time-to-repeal-law/
628971800	20160219	201602	2016	2016.1342	GBR	UNITED KINGDOM	GBR								GOV	PRIME MINISTER						GOV			1	186	186	18	4	-10.0	10	1	10	-4.58015267175573	1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	1	United Kingdom	UK	UK		54	-2	UK	20170218230000	http://news.sky.com/story/sundays-national-newspaper-front-pages-10773922
628971801	20160219	201602	2016	2016.1342	JPN	KANAGAWA	JPN																		1	180	180	18	4	-9.0	5	1	5	-11.4754098360656	0								0								0								20170218230000	http://www.tokyoreporter.com/2017/02/19/kanagawa-cops-arrest-man-in-killing-of-beautician/
628971802	20160219	201602	2016	2016.1342	MEX	MEXICO	MEX								GOV	ADMINISTRATION						GOV			0	061	061	06	2	6.4	10	1	10	-0.41208791208792	4	Sierra De Juarez, Baja California, Mexico	MX	MX02	19586	31.75	-115.667	-1672448	4	Sierra De Juarez, Baja California, Mexico	MX	MX02	19586	31.75	-115.667	-1672448	4	Sierra De Juarez, Baja California, Mexico	MX	MX02	19586	31.75	-115.667	-1672448	20170218230000	http://www.windaction.org/posts/46320-how-mexican-wind-lights-san-diego-homes
628971803	20160219	201602	2016	2016.1342	RUS	RUSSIA	RUS								USA	THE US	USA								0	030	030	03	1	4.0	1	1	1	-3.98550724637681	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20170218230000	https://www.theguardian.com/world/2017/feb/18/trump-pence-eu-nato-munich-conference-germany-britain
628971804	20160219	201602	2016	2016.1342	RUS	RUSSIA	RUS								USA	THE US	USA								0	030	030	03	1	4.0	7	1	7	-3.98550724637681	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Syria	SY	SY		35	38	SY	20170218230000	https://www.theguardian.com/world/2017/feb/18/trump-pence-eu-nato-munich-conference-germany-britain
628971805	20160219	201602	2016	2016.1342	USA	UNITED STATES	USA								LEG	LAWMAKER						LEG			1	013	013	01	1	0.4	4	1	4	-0.91407678244972	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20170218230000	http://www.heraldnet.com/news/bill-advances-that-would-exempt-some-info-about-wolf-attacks/
628971806	20160219	201602	2016	2016.1342	USA	THE US	USA								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	1	1	1	-3.98550724637681	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20170218230000	https://www.theguardian.com/world/2017/feb/18/trump-pence-eu-nato-munich-conference-germany-britain
628971807	20160219	201602	2016	2016.1342	USA	THE US	USA								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	7	1	7	-3.98550724637681	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Syria	SY	SY		35	38	SY	20170218230000	https://www.theguardian.com/world/2017/feb/18/trump-pence-eu-nato-munich-conference-germany-britain
628971808	20170119	201701	2017	2017.0521	CAN	TORONTO	CAN								USA	FLORIDA	USA								1	043	043	04	1	2.8	10	1	10	-0.24813895781638	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	2	Florida, United States	US	USFL		27.8333	-81.717	FL	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20170218230000	http://toronto.ctvnews.ca/family-friends-gather-at-funeral-for-toronto-filmmaker-rob-stewart-1.3291475
628971809	20170119	201701	2017	2017.0521	CAN	TORONTO	CAN								USA	UNITED STATES	USA								1	090	090	09	2	-2.0	2	1	2	2.88461538461538	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20170218230000	http://www.cp24.com/news/funeral-held-for-toronto-filmmaker-rob-stewart-1.3291327
628971810	20170119	201701	2017	2017.0521	CAN	TORONTO	CAN								USA	FLORIDA	USA								1	090	090	09	2	-2.0	8	1	8	2.88461538461538	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20170218230000	http://www.cp24.com/news/funeral-held-for-toronto-filmmaker-rob-stewart-1.3291327
628971811	20170119	201701	2017	2017.0521	COP	DETECTIVE						COP			USACOP	NEW YORK CITY	USA					COP			1	090	090	09	2	-2.0	8	1	8	-5.21327014218009	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20170218230000	http://world.einnews.com/article/367222111/live
628971812	20170119	201701	2017	2017.0521	COP	DETECTIVE						COP			USACOP	NEW YORK CITY	USA					COP			1	090	090	09	2	-2.0	7	1	7	-5.81818181818182	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	1	Nigeria	NI	NI		10	8	NI	20170218230000	http://energy.einnews.com/article/367222111/live
628971813	20170119	201701	2017	2017.0521	JOR	JORDAN	JOR								SYR	SYRIA	SYR								0	040	040	04	1	1.0	1	1	1	0.16891891891892	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20170218230000	http://en.ammonnews.net/article.aspx?articleno=34196
628971814	20170119	201701	2017	2017.0521	JOR	JORDAN	JOR								SYR	SYRIA	SYR								0	040	040	04	1	1.0	1	1	1	0.16891891891892	1	Israel	IS	IS		31.5	34.75	IS	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20170218230000	http://en.ammonnews.net/article.aspx?articleno=34196
