418238956	20140318	201403	2014	2014.2137											LEG	HOUSE OF COMMONS						LEG			1	051	051	05	1	3.4	10	1	10	2.01342281879195	0								0								0								20150318230000	http://www.southyorkshiretimes.co.uk/news/local/victory-in-do-it-for-libby-campaign-1-7156793
418238957	20140318	201403	2014	2014.2137											USA	CLEVELAND	USA								0	042	042	04	1	1.9	10	1	10	-1.15248226950355	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20150318230000	http://www.cleveland.com/open/index.ssf/2015/03/president_barack_obama_brings_1.html
418238958	20140318	201403	2014	2014.2137	AUSGOV	AUSTRALIA	AUS					GOV			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	2	1	2	-0.61506919528447	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20150318230000	http://www.portnews.com.au/story/1711515/lobby-groups-pull-strings-in-halls-of-power/?cs=4150
418238959	20140318	201403	2014	2014.2137	AUSGOV	AUSTRALIA	AUS					GOV			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	8	1	8	-0.61506919528447	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20150318230000	http://www.portnews.com.au/story/1711515/lobby-groups-pull-strings-in-halls-of-power/?cs=4150
418238960	20140318	201403	2014	2014.2137	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			0	112	112	11	3	-2.0	1	1	1	-3.09446254071662	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238961	20140318	201403	2014	2014.2137	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			0	112	112	11	3	-2.0	1	1	1	-3.09446254071662	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238962	20140318	201403	2014	2014.2137	COP	POLICE						COP													1	193	193	19	4	-10.0	10	1	10	-5.64263322884013	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20150318230000	http://www.stevenspointjournal.com/story/news/local/2015/03/18/owi-arrests-percent-stevens-point/24986335/
418238963	20140318	201403	2014	2014.2137	ISR	ISRAEL	ISR																		0	010	010	01	1	0.0	2	1	2	-1.27388535031847	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20150318230000	http://www.channelnewsasia.com/news/world/netanyahu-s-win-forces-us/1725770.html
418238964	20140318	201403	2014	2014.2137	ISR	ISRAEL	ISR								USACVL	BROOKINGS INSTITUT	USA					CVL			0	010	010	01	1	0.0	2	1	2	-1.27388535031847	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20150318230000	http://www.channelnewsasia.com/news/world/netanyahu-s-win-forces-us/1725770.html
418238965	20140318	201403	2014	2014.2137	LEG	LAWMAKER						LEG													0	030	030	03	1	4.0	4	1	4	-3.96694214876033	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								3	Palm Beach County, Florida, United States	US	USFL		26.6503	-80.4498	295761	20150318230000	http://news.wfsu.org/post/counties-say-move-settle-juvenile-detention-cost-dispute-isnt-enough
418238966	20140318	201403	2014	2014.2137	LEG	LAWMAKER						LEG													0	030	030	03	1	4.0	6	1	6	-3.96694214876033	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20150318230000	http://news.wfsu.org/post/counties-say-move-settle-juvenile-detention-cost-dispute-isnt-enough
418238967	20140318	201403	2014	2014.2137	REL	RELIGION									CVL	SCIENTIST						CVL			1	090	090	09	2	-2.0	10	1	10	-1.24223602484472	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20150318230000	http://www.christianitytoday.com/edstetzer/2015/march/morning-roundup-31815.html
418238968	20140318	201403	2014	2014.2137	THA	CHIANG MAI	THA								CHNCVL	CHINESE	CHN					CVL			0	112	112	11	3	-2.0	6	1	6	-3.09446254071662	4	Chiang Mai, Chiang Mai, Thailand	TH	TH02	26507	18.7904	98.9847	-3247115	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238969	20140318	201403	2014	2014.2137	THA	THAILAND	THA								CHNCVL	CHINA	CHN					CVL			0	112	112	11	3	-2.0	1	1	1	-3.09446254071662	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238970	20140318	201403	2014	2014.2137	THA	THAILAND	THA								CHNCVL	CHINA	CHN					CVL			0	112	112	11	3	-2.0	1	1	1	-3.09446254071662	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238971	20140318	201403	2014	2014.2137	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	0	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20150318230000	http://www.washingtonexaminer.com/will-the-gop-finally-propose-obamacare-replacement/article/2561712
418238972	20140318	201403	2014	2014.2137	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	8	2	8	-1.48698884758364	3	Jonesboro, Louisiana, United States	US	USLA	LA049	32.2413	-92.716	1629964	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20150318230000	http://www.newstimes.com/news/article/La-elected-officials-say-Jindal-budget-leaves-6143482.php
418238973	20140318	201403	2014	2014.2137	USA	CLEVELAND	USA																		0	043	043	04	1	2.8	5	1	5	-1.15248226950355	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20150318230000	http://www.cleveland.com/open/index.ssf/2015/03/president_barack_obama_brings_1.html
418238974	20140318	201403	2014	2014.2137	USA	CLEVELAND	USA																		0	043	043	04	1	2.8	5	1	5	-1.15248226950355	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20150318230000	http://www.cleveland.com/open/index.ssf/2015/03/president_barack_obama_brings_1.html
418238975	20140318	201403	2014	2014.2137	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	8	2	8	-1.48698884758364	3	Jonesboro, Louisiana, United States	US	USLA	LA049	32.2413	-92.716	1629964	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20150318230000	http://www.newstimes.com/news/article/La-elected-officials-say-Jindal-budget-leaves-6143482.php
418238976	20140318	201403	2014	2014.2137	USA	VIRGINIA	USA								EDU	STUDENT						EDU			0	173	173	17	4	-5.0	4	2	4	-8.28397073780435	3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20150318230000	http://www.aol.com/article/2015/03/18/virginia-governor-calls-for-investigation-into-black-students-a/21155034/
418238977	20150216	201502	2015	2015.1260	CHRPRO210	LUTHERAN				CHR	PRO				HLH	CAREGIVER						HLH			1	036	036	03	1	4.0	5	1	5	-1.62601626016261	0								0								0								20150318230000	http://www.lancasterbee.com/news/2015-03-19/Local_News/Parkinsons_support_group_to_meet_April_2.html
418238978	20150216	201502	2015	2015.1260	HLH	CAREGIVER						HLH			CHRPRO210	LUTHERAN				CHR	PRO				1	036	036	03	1	4.0	5	1	5	-1.62601626016261	0								0								0								20150318230000	http://www.lancasterbee.com/news/2015-03-19/Local_News/Parkinsons_support_group_to_meet_April_2.html
418238979	20150216	201502	2015	2015.1260	IRN	IRANIAN	IRN								MOS	ISLAMIC				MOS					0	046	046	04	1	7.0	4	1	4	-1.67042889390519	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
