418238980	20150216	201502	2015	2015.1260	IRN	IRANIAN	IRN								MOS	ISLAMIC				MOS					0	046	046	04	1	7.0	1	1	1	-1.67042889390519	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238981	20150216	201502	2015	2015.1260	IRN	IRANIAN	IRN								SPY	OPERATIVE						SPY			0	046	046	04	1	7.0	4	1	4	-1.67042889390519	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238982	20150216	201502	2015	2015.1260	IRN	IRANIAN	IRN								SPY	OPERATIVE						SPY			0	046	046	04	1	7.0	1	1	1	-1.67042889390519	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238983	20150216	201502	2015	2015.1260	JUD	SUPERIOR COURT						JUD			EDU	SCHOOL						EDU			1	180	180	18	4	-9.0	10	1	10	-7.09134615384616	0								0								0								20150318230000	http://www.northjersey.com/news/crime-and-courts/chs-rape-victim-files-civil-suit-1.1291385
418238984	20150216	201502	2015	2015.1260	MOS	ISLAMIC				MOS					IRN	IRANIAN	IRN								0	040	040	04	1	1.0	4	1	4	-1.67042889390519	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238985	20150216	201502	2015	2015.1260	MOS	ISLAMIC				MOS					IRN	IRANIAN	IRN								0	040	040	04	1	1.0	1	1	1	-1.67042889390519	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238986	20150216	201502	2015	2015.1260	MOS	ISLAMIC				MOS					IRN	IRANIAN	IRN								0	046	046	04	1	7.0	4	1	4	-1.67042889390519	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238987	20150216	201502	2015	2015.1260	MOS	ISLAMIC				MOS					IRN	IRANIAN	IRN								0	046	046	04	1	7.0	1	1	1	-1.67042889390519	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238988	20150216	201502	2015	2015.1260	SPY	OPERATIVE						SPY			IRN	IRANIAN	IRN								0	040	040	04	1	1.0	4	1	4	-1.67042889390519	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238989	20150216	201502	2015	2015.1260	SPY	OPERATIVE						SPY			IRN	IRANIAN	IRN								0	040	040	04	1	1.0	1	1	1	-1.67042889390519	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238990	20150216	201502	2015	2015.1260	SPY	OPERATIVE						SPY			IRN	IRANIAN	IRN								0	046	046	04	1	7.0	4	1	4	-1.67042889390519	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238991	20150216	201502	2015	2015.1260	SPY	OPERATIVE						SPY			IRN	IRANIAN	IRN								0	046	046	04	1	7.0	1	1	1	-1.67042889390519	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Nowruz, Esfahan, Iran	IR	IR28	40870	32.9228	50.0064	-3077267	20150318230000	http://john-gaultier.blogspot.com/2015/03/analysis-of-why-obama-likes-muslims-and.html
418238992	20150216	201502	2015	2015.1260	THA	BANGKOK	THA								CHN	CHINESE	CHN								0	013	013	01	1	0.4	5	1	5	-3.09446254071662	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	China	CH	CH		35	105	CH	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238993	20150216	201502	2015	2015.1260	THA	BANGKOK	THA								CHN	CHINESE	CHN								0	013	013	01	1	0.4	5	1	5	-3.09446254071662	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20150318230000	http://www.bbc.co.uk/news/blogs-trending-31928761
418238994	20150216	201502	2015	2015.1260	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-3.48432055749128	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20150318230000	http://www.baltimoresun.com/news/maryland/bs-md-rodricks-0319-20150318-column.html
418238995	20150311	201503	2015	2015.1945	BEL	BRUSSELS	BEL								GRC	GREECE	GRC								0	036	036	03	1	4.0	1	1	1	-3.78408458542015	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20150318230000	http://magazine.good.is/articles/tsipras-greece-mavericks-eurozone-austerity
418238996	20150311	201503	2015	2015.1945	COP	LAW ENFORCEMENT OFFICER						COP			USA	WASHINGTON	USA								1	036	036	03	1	4.0	3	1	3	-3.64741641337386	3	Lake Of The Woods, Minnesota, United States	US	USMN	MN077	49.25	-94.7502	654378	3	Lake Of The Woods, Minnesota, United States	US	USMN		49.25	-94.7502	654378	3	Lake Of The Woods, Minnesota, United States	US	USMN		49.25	-94.7502	654378	20150318230000	http://www.duluthnewstribune.com/news/3702957-escaped-work-release-inmate-be-returned-minnesota
418238997	20150311	201503	2015	2015.1945	COP	LAW ENFORCEMENT OFFICER						COP			USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-3.64741641337386	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Baudette, Minnesota, United States	US	USMN	MN077	48.7125	-94.5999	639732	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20150318230000	http://www.duluthnewstribune.com/news/3702957-escaped-work-release-inmate-be-returned-minnesota
418238998	20150311	201503	2015	2015.1945	COP	LAW ENFORCEMENT OFFICER						COP			USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	-3.64741641337386	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Baudette, Minnesota, United States	US	USMN	MN077	48.7125	-94.5999	639732	3	Baudette, Minnesota, United States	US	USMN	MN077	48.7125	-94.5999	639732	20150318230000	http://www.duluthnewstribune.com/news/3702957-escaped-work-release-inmate-be-returned-minnesota
418238999	20150311	201503	2015	2015.1945	GRC	GREECE	GRC								BEL	BRUSSELS	BEL								0	036	036	03	1	4.0	1	1	1	-3.78408458542015	1	Greece	GR	GR		39	22	GR	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Greece	GR	GR		39	22	GR	20150318230000	http://magazine.good.is/articles/tsipras-greece-mavericks-eurozone-austerity
418239000	20150311	201503	2015	2015.1945	GRC	GREECE	GRC								BEL	BRUSSELS	BEL								0	036	036	03	1	4.0	1	1	1	-3.78408458542015	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20150318230000	http://magazine.good.is/articles/tsipras-greece-mavericks-eurozone-austerity
418239001	20150311	201503	2015	2015.1945	GRC	GREECE	GRC								BEL	BRUSSELS	BEL								0	040	040	04	1	1.0	1	1	1	-3.78408458542015	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20150318230000	http://magazine.good.is/articles/tsipras-greece-mavericks-eurozone-austerity
418239002	20150311	201503	2015	2015.1945	USA	UNITED STATES	USA								COP	LAW ENFORCEMENT OFFICER						COP			1	043	043	04	1	2.8	2	1	2	-3.64741641337386	3	Baudette, Minnesota, United States	US	USMN	MN077	48.7125	-94.5999	639732	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20150318230000	http://www.duluthnewstribune.com/news/3702957-escaped-work-release-inmate-be-returned-minnesota
418239003	20150311	201503	2015	2015.1945	USA	UNITED STATES	USA								COP	LAW ENFORCEMENT OFFICER						COP			1	043	043	04	1	2.8	6	1	6	-3.64741641337386	3	Baudette, Minnesota, United States	US	USMN	MN077	48.7125	-94.5999	639732	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Baudette, Minnesota, United States	US	USMN	MN077	48.7125	-94.5999	639732	20150318230000	http://www.duluthnewstribune.com/news/3702957-escaped-work-release-inmate-be-returned-minnesota
418239004	20150311	201503	2015	2015.1945	USACOP	UNITED STATES	USA					COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-7.4074074074074	3	Chambersburg, Pennsylvania, United States	US	USPA	PA055	39.9376	-77.6611	1213613	3	Chambersburg, Pennsylvania, United States	US	USPA	PA055	39.9376	-77.6611	1213613	3	Chambersburg, Pennsylvania, United States	US	USPA	PA055	39.9376	-77.6611	1213613	20150318230000	http://cumberlink.com/news/local/crime-and-courts/six-area-men-charged-in-federal-sex-trafficking-case/article_cbb82a1b-46f2-5590-8261-b8faa4831d6e.html
418239005	20150317	201503	2015	2015.2110	MED	CORRESPONDENT						MED			LEG	CONGRESS						LEG			1	130	130	13	3	-4.4	10	1	10	-8.15602836879433	0								0								0								20150318230000	http://dailyindependentnig.com/2015/03/osun-apc-cautions-pdp-violence/
418239006	20150317	201503	2015	2015.2110	MYS	MALAYSIA	MYS								IGOSEAASN	ASEAN	SEA	ASN				IGO			1	013	013	01	1	0.4	10	1	10	1.23076923076923	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	4	Langkawi, Kedah, Malaysia	MY	MY02	37398	6.32649	99.8432	-2401875	20150318230000	http://www.theborneopost.com/2015/03/19/flymojo-set-to-boost-underutilised-airports-spur-economic-growth/
418239007	20150317	201503	2015	2015.2110	USALEG	UNITED STATES	USA					LEG			USA	UNITED STATES	USA								1	013	013	01	1	0.4	4	1	4	-2.67229254571027	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20150318230000	http://www.newnownext.com/mans-genitals-bitten-in-anti-gay-attack-as-witnesses-do-nothing-today-in-gay/03/2015/
418239008	20150318	201503	2015	2015.2137											AFR	AFRICA	AFR								0	042	042	04	1	1.9	10	1	10	-1.85614849187935	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20150318230000	http://timesofindia.indiatimes.com/city/bengaluru/Priests-ready-to-visit-Ebola-hit-Africa-again/articleshow/46615863.cms
418239009	20150318	201503	2015	2015.2137											AFR	AFRICA	AFR								1	042	042	04	1	1.9	10	1	10	1.985559566787	0								4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	77317	-33.918	25.5701	-1273448	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	77317	-33.918	25.5701	-1273448	20150318230000	http://www.miningweekly.com/article/company-establishes-coal-centrifuge-manufacturing-facility-2015-03-13
418239010	20150318	201503	2015	2015.2137											AFR	AFRICA	AFR								1	042	042	04	1	1.9	10	1	10	-7.53424657534246	0								4	Sunnybrook, Alberta, Canada	CA	CA01	154724	53.2	-114.183	-574363	4	Sunnybrook, Alberta, Canada	CA	CA01	154724	53.2	-114.183	-574363	20150318230000	http://www.kelownanow.com/news/news/National_News/15/03/18/Toronto_Hospital_Monitoring_Patient_for_Ebola_Virus
418239011	20150318	201503	2015	2015.2137											ALB	ALBANIAN	ALB								1	042	042	04	1	1.9	8	1	8	0	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20150318230000	http://www.cityweekly.net/utah/mozarts-cosi-fan-tutte/Event?oid=2690082
418239012	20150318	201503	2015	2015.2137											AUS	VICTORIA	AUS								1	0311	031	03	1	5.2	8	1	8	4.44444444444444	0								4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	4	Bendigo, Victoria, Australia	AS	AS07	5391	-36.7582	144.28	-1558533	20150318230000	http://au.ibtimes.com/australian-iron-ore-mining-tycoon-rinehart-invest-gold-project-1430678
418239013	20150318	201503	2015	2015.2137											AUS	SYDNEY	AUS								0	043	043	04	1	2.8	1	1	1	3.12989045383411	0								4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20150318230000	http://www.busbyway.com/2015/03/18/confirmit-introduces-new-software-as-a-service-environment-in-australia-and-new-zealand/
418239014	20150318	201503	2015	2015.2137											AUS	AUSTRALIA	AUS								0	130	130	13	3	-4.4	2	1	2	-2.22513089005236	0								4	Lismore, Victoria, Australia	AS	AS07	5369	-37.9527	143.338	-1583856	4	Lismore, Victoria, Australia	AS	AS07	5369	-37.9527	143.338	-1583856	20150318230000	http://www.nambuccaguardian.com.au/story/1202116/conman-back-with-invention/?cs=4135
418239015	20150318	201503	2015	2015.2137											AZE	AZERBAIJAN	AZE								0	173	173	17	4	-5.0	1	1	1	-0.65789473684211	0								4	Xazar, Neftça, Azerbaijan	AJ	AJ36	534	39.2547	48.9181	112855	4	Xazar, Neftça, Azerbaijan	AJ	AJ36	534	39.2547	48.9181	112855	20150318230000	ANS TV, Baku/BBC Monitoring/(c) BBC
418239016	20150318	201503	2015	2015.2137											BGD	BANGLADESH	BGD								0	036	036	03	1	4.0	2	1	2	-3.78388554216868	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20150318230000	http://mwcnews.net/focus/analysis/50347-propaganda-machine.html
418239017	20150318	201503	2015	2015.2137											BGD	BANGLADESH	BGD								0	190	190	19	4	-10.0	3	1	3	-3.78388554216868	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	1		YI	YI				YI	20150318230000	http://mwcnews.net/focus/analysis/50347-propaganda-machine.html
418239018	20150318	201503	2015	2015.2137											BUS	CORPORATION						BUS			1	030	030	03	1	4.0	10	1	10	9.11949685534591	0								4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20150318230000	http://thepeninsulaqatar.com/business/qatar-business/327579/mannai-gets-cima-premier-partner-accreditation
418239019	20150318	201503	2015	2015.2137											BUS	INVESTOR						BUS			0	040	040	04	1	1.0	10	1	10	-2.41675617615468	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20150318230000	https://uproxx.com/movies/2015/03/live-blogging-randy-and-evi-quaids-sex-tape/
418239020	20150318	201503	2015	2015.2137											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	3	1	3	1.84563758389262	0								4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20150318230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3002069&cloc=joongangdaily%7Chome%7Cnewslist1
418239021	20150318	201503	2015	2015.2137											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	1	1	1	1.84563758389262	0								4	Chongqing, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Gwangju, Kwangju-gwangyoksi, South Korea	KS	KS18	24979	35.1547	126.916	-710584	20150318230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3002069&cloc=joongangdaily%7Chome%7Cnewslist1
